idx,facility_name,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,authority_type,address_str,street_addr,city,postal_code,province,provider,address_str_clean,street_no,street_name
416,R. D. PARKER COLLEGIATE,9-12,0,0,0,1,1,MYSTERY LAKE SCHOOL DISTRICT,272 THOMPSON DRIVE NORTH THOMPSON R8N 0C4 MB,272 THOMPSON DRIVE NORTH,THOMPSON,R8N 0C4,MB,Province of Manitoba,272 thompson drive north thompson r8n 0c4 mb,272,thompson drive north thompson
417,RIVERSIDE SCHOOL,K-8,0,1,1,1,0,MYSTERY LAKE SCHOOL DISTRICT,119 RIVERSIDE DRIVE THOMPSON R8N 0X1 MB,119 RIVERSIDE DRIVE,THOMPSON,R8N 0X1,MB,Province of Manitoba,119 riverside drive thompson r8n 0x1 mb,119,riverside drive
418,WAPANOHK COMMUNITY SCHOOL,K-8,0,1,1,1,0,MYSTERY LAKE SCHOOL DISTRICT,453 PRINCETON DRIVE THOMPSON R8N 1W8 MB,453 PRINCETON DRIVE,THOMPSON,R8N 1W8,MB,Province of Manitoba,453 princeton drive thompson r8n 1w8 mb,453,princeton drive
419,WESTWOOD ELEMENTARY,K-8,0,1,1,1,0,MYSTERY LAKE SCHOOL DISTRICT,46 MALLARD CRESCENT THOMPSON R8N 0X9 MB,46 MALLARD CRESCENT,THOMPSON,R8N 0X9,MB,Province of Manitoba,46 mallard crescent thompson r8n 0x9 mb,46,mallard crescent
420,AIRPORT COLONY SCHOOL,K-12,0,1,1,1,1,NON-FUNDED SCHOOLS,P.O. BOX 967 PORTAGE LA PRAIRIE R1N 3C4 MB,P.O. BOX 967,PORTAGE LA PRAIRIE,R1N 3C4,MB,Province of Manitoba,portage la prairie r1n 3c4 mb,,
421,ASSINIBOINE VALLEY CHRISTIAN SCHOOL,1-9,0,0,1,1,0,NON-FUNDED SCHOOLS,"SITE 170, BOX 37, R.R. #1 BRANDON R7A 5Y1 MB","SITE 170, BOX 37, R.R. #1",BRANDON,R7A 5Y1,MB,Province of Manitoba,site 170 rr #1 brandon r7a 5y1 mb,#1,brandon
422,BORDER VIEW CHRISTIAN DAY SCHOOL,1-10,0,0,1,1,1,NON-FUNDED SCHOOLS,BOX 103 STUARTBURN R0A 2B0 MB,BOX 103,STUARTBURN,R0A 2B0,MB,Province of Manitoba,stuartburn r0a 2b0 mb,,
423,CASA MONTESSORI AND ORFF SCHOOL,K-6,0,1,1,0,0,NON-FUNDED SCHOOLS,80 FENNELL STREET WINNIPEG R3T 3M4 MB,80 FENNELL STREET,WINNIPEG,R3T 3M4,MB,Province of Manitoba,80 fennell street winnipeg r3t 3m4 mb,80,fennell street
424,CGF Mitchell Academy,1-4,0,0,1,0,0,NON-FUNDED SCHOOLS,BOX 3143 STEINBACH R5G 1P5 MB,BOX 3143,STEINBACH,R5G 1P5,MB,Province of Manitoba,steinbach r5g 1p5 mb,,
425,CHRIST FULL GOSPEL ACADEMY,1-12,0,0,1,1,1,NON-FUNDED SCHOOLS,BOX 107 75 ELM STREET PLUM COULEE R0G 1R0 MB,BOX 107,PLUM COULEE,R0G 1R0,MB,Province of Manitoba,75 elm street plum coulee r0g 1r0 mb,75,elm street
426,CHURCH OF GOD ACADEMY,1-12,0,0,1,1,1,NON-FUNDED SCHOOLS,P.O. BOX 3368 STEINBACH R5G 1P6 MB,P.O. BOX 3368,STEINBACH,R5G 1P6,MB,Province of Manitoba,steinbach r5g 1p6 mb,,
427,COUNTRY VIEW SCHOOL,1-9,0,0,1,1,0,NON-FUNDED SCHOOLS,BOX 3910 STEINBACH R5G 1P9 MB,BOX 3910,STEINBACH,R5G 1P9,MB,Province of Manitoba,steinbach r5g 1p9 mb,,
428,CRYSTAL CREEK SCHOOL,2-9,0,0,1,1,0,NON-FUNDED SCHOOLS,BOX 266 CRYSTAL CITY R0K 0N0 MB,BOX 266,CRYSTAL CITY,R0K 0N0,MB,Province of Manitoba,crystal city r0k 0n0 mb,,
429,EDRANS CHRISTIAN SCHOOL,K-12,0,1,1,1,1,NON-FUNDED SCHOOLS,"BOX 1 R.R. #1, GRP 15 AUSTIN R0H 0C0 MB",BOX 1,AUSTIN,R0H 0C0,MB,Province of Manitoba,rr #1 grp 15 austin r0h 0c0 mb,,rr #1 grp 15
430,FREEDOM INTERNATIONAL SCHOOL,8-12,0,0,0,1,1,NON-FUNDED SCHOOLS,376 NOTRE DAME AVENUE WINNIPEG R3B 1P8 MB,376 NOTRE DAME AVENUE,WINNIPEG,R3B 1P8,MB,Province of Manitoba,376 notre dame avenue winnipeg r3b 1p8 mb,376,notre dame avenue
431,GONZAGA MIDDLE SCHOOL,6-7,0,0,1,1,0,NON-FUNDED SCHOOLS,174 MAPLE STREET NORTH WINNIPEG R2W 3L4 MB,174 MAPLE STREET NORTH,WINNIPEG,R2W 3L4,MB,Province of Manitoba,174 maple street north winnipeg r2w 3l4 mb,174,maple street north
432,GRACE VALLEY MENNONITE ACADEMY,K-12,0,1,1,1,1,NON-FUNDED SCHOOLS,BOX 839 WINKLER R6W 4A9 MB,BOX 839,WINKLER,R6W 4A9,MB,Province of Manitoba,winkler r6w 4a9 mb,,
433,GREENLAND SCHOOL,1-9,0,0,1,1,0,NON-FUNDED SCHOOLS,"BOX 22, GRP. 15, R.R.#1 STE. ANNE R5H 1R1 MB","BOX 22, GRP. 15, R.R.#1",STE. ANNE,R5H 1R1,MB,Province of Manitoba,grp 15 rr#1 ste anne r5h 1r1 mb,,grp 15 rr#1
434,HORNDEAN CHRISTIAN DAY SCHOOL,1-12,0,0,1,1,1,NON-FUNDED SCHOOLS,BOX 79 HORNDEAN R0G 0Z0 MB,BOX 79,HORNDEAN,R0G 0Z0,MB,Province of Manitoba,horndean r0g 0z0 mb,,
435,HOSANNA CHRISTIAN SCHOOL,1-12,0,0,1,1,1,NON-FUNDED SCHOOLS,UNIT C-1 431 THAMES STREET WINNIPEG R2L 0V4 MB,UNIT C-1,WINNIPEG,R2L 0V4,MB,Province of Manitoba,unit c 1 431 thames street winnipeg r2l 0v4 mb,431,thames street
