idx,facility_name,source_id,authority_type,ISCED1,ISCED2,ISCED3,address_str,city,province,postal_code,provider,address_str_clean,street_no,street_name
552,Vista Virtual School - Calgary Writing Centre,1558,Public,N,N,N,341 - 58 Avenue SE Calgary AB T2H0P3,Calgary,AB,T2H0P3,Province of Alberta,341 58 avenue se calgary ab t2h0p3,341,58 avenue se
553,École McTavish Public High School,1559,Public,N,Y,Y,352 Parsons Creek Drive Fort McMurray AB T9K0C8,Fort McMurray,AB,T9K0C8,Province of Alberta,352 parsons creek drive fort mcmurray ab t9k0c8,352,parsons creek drive
554,Master's College,1562,Public,N,Y,Y,4414 Crowchild Trail SW Calgary AB T2T5J4,Calgary,AB,T2T5J4,Province of Alberta,4414 crowchild trail sw calgary ab t2t5j4,4414,crowchild trail sw
555,Rosalind Colony School,1563,Public,Y,Y,N,5402 - 48A Avenue Camrose AB T4V0L3,Camrose,AB,T4V0L3,Province of Alberta,5402 48a avenue camrose ab t4v0l3,5402,48a avenue
556,Holy Trinity High School,1564,Separate,N,Y,Y,230 Powder Drive Fort McMurray AB T9K0W8,Fort McMurray,AB,T9K0W8,Province of Alberta,230 powder drive fort mcmurray ab t9k0w8,230,powder drive
557,Genesis Centre,1566,Separate,N,N,N,10537 - 44 Street Edmonton AB T6A1W1,Edmonton,AB,T6A1W1,Province of Alberta,10537 44 street edmonton ab t6a1w1,10537,44 street
558,St. Luke's Outreach Centre Drumheller,1567,Separate,N,N,Y,"515 Hwy, 10 East Bay 100 Drumheller AB T0J0Y0",Drumheller,AB,T0J0Y0,Province of Alberta,515 hwy 10 east bay 100 drumheller ab t0j0y0,100,hwy 10 east bay
559,Fishing Lake Outreach Program,1568,Public,N,N,Y,General Delivery Fishing Lake AB T0A3G0,Fishing Lake,AB,T0A3G0,Province of Alberta,general delivery fishing lake ab t0a3g0,,
560,Holy Family School,1570,Separate,Y,Y,N,P.O. Box 257 Grimshaw AB T0H1W0,Grimshaw,AB,T0H1W0,Province of Alberta,grimshaw ab t0h1w0,,
561,Good Shepherd School,1572,Separate,Y,N,N,9810 - 71 Avenue Peace River AB T8S1R4,Peace River,AB,T8S1R4,Province of Alberta,9810 71 avenue peace river ab t8s1r4,9810,71 avenue
562,Glenmary School,1573,Separate,N,Y,Y,8801 - 96 Street Peace River AB T8S1R6,Peace River,AB,T8S1R6,Province of Alberta,8801 96 street peace river ab t8s1r6,8801,96 street
563,Rosary Roman Catholic Separate School,1574,Separate,Y,Y,N,P.O. Box 599 Manning AB T0H2M0,Manning,AB,T0H2M0,Province of Alberta,manning ab t0h2m0,,
564,Alberta Health Services Intensive Day Treatment Youth Program,1576,Separate,N,Y,Y,12325 - 140 Street Edmonton AB T5L2C9,Edmonton,AB,T5L2C9,Province of Alberta,12325 140 street edmonton ab t5l2c9,12325,140 street
565,Bessie Nichols School,1577,Public,Y,Y,N,189 Hemingway Road NW Edmonton AB T6M2Z7,Edmonton,AB,T6M2Z7,Province of Alberta,189 hemingway road nw edmonton ab t6m2z7,189,hemingway road nw
566,Michael Strembitsky School,1578,Public,Y,Y,N,4110 Savaryn Drive SW Edmonton AB T6X0Z7,Edmonton,AB,T6X0Z7,Province of Alberta,4110 savaryn drive sw edmonton ab t6x0z7,4110,savaryn drive sw
567,All Boys Alternative Program,1579,Public,Y,N,N,c/o Sir James Lougheed School 3519 - 36 Avenue SW Calgary AB T3E1C2,Calgary,AB,T3E1C2,Province of Alberta,c/o sir james lougheed school 3519 36 avenue sw calgary ab t3e1c2,3519,36 avenue sw
568,Westmount Elementary School,1580,Charter,Y,N,N,728 - 32 Street NW Calgary AB T2N2V9,Calgary,AB,T2N2V9,Province of Alberta,728 32 street nw calgary ab t2n2v9,728,32 street nw
569,Hartland Colony School,1581,Public,Y,Y,N,5402-48A Avenue Camrose AB T4V0L3,Camrose,AB,T4V0L3,Province of Alberta,5402 48a avenue camrose ab t4v0l3,5402,48a avenue
570,Morinville Public School,1582,Public,Y,N,N,10020 - 101 Avenue Morinville AB T8R1L5,Morinville,AB,T8R1L5,Province of Alberta,10020 101 avenue morinville ab t8r1l5,10020,101 avenue
571,Cochrane Christian Academy,1584,Public,Y,Y,N,110 Quigley Drive Cochrane AB T4C1Y1,Cochrane,AB,T4C1Y1,Province of Alberta,110 quigley drive cochrane ab t4c1y1,110,quigley drive
572,St. Francis of Assisi Catholic Academy,1585,Separate,N,Y,Y,Box 1219 Slave Lake AB T0G2A4,Slave Lake,AB,T0G2A4,Province of Alberta,slave lake ab t0g2a4,,
573,Montessori Children's House Academy Ltd #1,1586,ECS Private Operator,N,N,N,"108,2411-4th Street N.W. Calgary AB T2H1C6",Calgary,AB,T2H1C6,Province of Alberta,108 2411 4th street nw calgary ab t2h1c6,108 2411,4th street nw
574,ECI Learning Academy,1587,ECS Private Operator,N,N,N,#30-140 East Chestermere Drive Chestermere AB T1X1M1,Chestermere,AB,T1X1M1,Province of Alberta,#30 140 east chestermere drive chestermere ab t1x1m1,140,east chestermere drive
575,Okotoks Montessori School,1588,ECS Private Operator,N,N,N,201 Hunter's Place Okotoks AB T1S1K8,Okotoks,AB,T1S1K8,Province of Alberta,201 hunter's place okotoks ab t1s1k8,201,hunter's place
576,Providence Children's Centre - McKenzie Towne,1591,ECS Private Operator,N,N,N,5232 - 4 Street SW Calgary AB T2V0Z4,Calgary,AB,T2V0Z4,Province of Alberta,5232 4 street sw calgary ab t2v0z4,5232,4 street sw
577,Seden Centre for Child Development and Wellness,1592,ECS Private Operator,N,N,N,Wild Rose Square 182 Sioux Road Sherwood Park AB T8A3X5,Sherwood Park,AB,T8A3X5,Province of Alberta,wild rose square 182 sioux road sherwood park ab t8a3x5,182,sioux road
578,Montessori Children's House Academy Ltd #2,1595,ECS Private Operator,N,N,N,"106,20-Sunpark Plaza S.E. Calgary AB T2X3T2",Calgary,AB,T2X3T2,Province of Alberta,106 20 sunpark plaza se calgary ab t2x3t2,106 20,sunpark plaza se
579,Montessori Children's House Academy Ltd #3,1596,ECS Private Operator,N,N,N,"46,4307-130th Ave. S.E. Calgary AB T2Z3V8",Calgary,AB,T2Z3V8,Province of Alberta,46 4307 130th ave se calgary ab t2z3v8,46 4307,130th ave se
580,Footprints for Learning Society,1597,Private School,Y,Y,N,102-2926 Kingsview Blvd Airdrie AB T4A0C9,Airdrie,AB,T4A0C9,Province of Alberta,102 2926 kingsview blvd airdrie ab t4a0c9,102,kingsview blvd
581,Alberta Ballet School,1598,Private School,N,Y,Y,"West Annex, 2nd Floor 906-12 Avenue S.W. Calgary AB T2R1K7",Calgary,AB,T2R1K7,Province of Alberta,west annex 2nd floor 906 12 avenue sw calgary ab t2r1k7,906,12 avenue sw
582,Elk Island Youth Ranch Learning Centre,1599,Public,N,Y,Y,c/o 683 Wye Road Sherwood Park AB T8B1N2,Sherwood Park,AB,T8B1N2,Province of Alberta,c/o 683 wye road sherwood park ab t8b1n2,,c/o 683 wye road
583,Waldorf Independent School of Edmonton,1600,Private School,Y,Y,N,7211 - 96A Avenue Edmonton AB T6E1B5,Edmonton,AB,T6E1B5,Province of Alberta,7211 96a avenue edmonton ab t6e1b5,7211,96a avenue
584,Georges P Vanier School,1602,Public,N,Y,Y,P.O. Box 60 5504 Centenial Avenue Donnelly AB T0H1G0,Donnelly,AB,T0H1G0,Province of Alberta,5504 centenial avenue donnelly ab t0h1g0,5504,centenial avenue
585,Mihtatakaw Sipiy School,1603,Federal First Nations,Y,N,N,P.O. Box 240 Driftpile AB T0G0V0,Driftpile,AB,T0G0V0,Province of Alberta,driftpile ab t0g0v0,,
586,E W Pratt High School,1606,Public,N,N,Y,P.O. Box 150 High Prairie AB T0G1E0,High Prairie,AB,T0G1E0,Province of Alberta,high prairie ab t0g1e0,,
587,Prairie River Junior High School,1607,Public,N,Y,N,P.O. Box 940 High Prairie AB T0G1E0,High Prairie,AB,T0G1E0,Province of Alberta,high prairie ab t0g1e0,,
588,High Prairie Elementary School,1608,Public,Y,N,N,P.O. Box 1200 High Prairie AB T0G1E0,High Prairie,AB,T0G1E0,Province of Alberta,high prairie ab t0g1e0,,
589,Joussard School,1610,Public,Y,N,N,P.O. Box 60 Joussard AB T0G1J0,Joussard,AB,T0G1J0,Province of Alberta,joussard ab t0g1j0,,
590,Kinuso School,1611,Public,Y,Y,Y,P.O. Box 180 Kinuso AB T0G1K0,Kinuso,AB,T0G1K0,Province of Alberta,kinuso ab t0g1k0,,
591,E G Wahlstrom School,1614,Public,Y,N,N,228 - 4 Avenue N.W. Slave Lake AB T0G2A1,Slave Lake,AB,T0G2A1,Province of Alberta,228 4 avenue nw slave lake ab t0g2a1,228,4 avenue nw
592,C J Schurter Elementary School,1615,Public,Y,N,N,300 - 6 Avenue N.E. Slave Lake AB T0G2A2,Slave Lake,AB,T0G2A2,Province of Alberta,300 6 avenue ne slave lake ab t0g2a2,300,6 avenue ne
593,Roland Michener Secondary School,1616,Public,N,Y,Y,106 - 7 Street S.E. Slave Lake AB T0G2A3,Slave Lake,AB,T0G2A3,Province of Alberta,106 7 street se slave lake ab t0g2a3,106,7 street se
594,St. Francis Holistic Learning Centre,1619,Separate,N,Y,Y,Box 789 High Prairie AB T0G1E0,High Prairie,AB,T0G1E0,Province of Alberta,high prairie ab t0g1e0,,
595,Russian Education Centre,1621,Private School,N,N,Y,7119-12 Avenue Edmonton AB T6K3H6,Edmonton,AB,T6K3H6,Province of Alberta,7119 12 avenue edmonton ab t6k3h6,7119,12 avenue
596,Asasa Academy,1623,Private School,Y,N,N,599 Northmount Drive N.W. Calgary AB T2K3J6,Calgary,AB,T2K3J6,Province of Alberta,599 northmount drive nw calgary ab t2k3j6,599,northmount drive nw
597,Roland Little Poplar Learning Center,1625,Federal Jail,N,N,Y,Pe Sakastew Hwy 2A Box 1500 Maskwacis AB T0C1N0,Maskwacis,AB,T0C1N0,Province of Alberta,pe sakastew hwy 2a maskwacis ab t0c1n0,,pe sakastew hwy 2a
598,Grierson Education Centre,1626,Federal Jail,N,N,Y,Grierson Center 9530 - 101 Street Ave Edmonton AB T5H0B3,Edmonton,AB,T5H0B3,Province of Alberta,grierson center 9530 101 street ave edmonton ab t5h0b3,9530,101 street ave
599,Lougheed Colony School,1628,Public,Y,Y,N,5402 48A Ave Camrose AB T4V0L3,Camrose,AB,T4V0L3,Province of Alberta,5402 48a ave camrose ab t4v0l3,5402,48a ave
600,Maskwacis Outreach School,1629,Federal First Nations,N,N,Y,PO Box 1508 Maskwacis AB T0C1N0,Maskwacis,AB,T0C1N0,Province of Alberta,maskwacis ab t0c1n0,,
601,Westmount School,1630,Public,Y,Y,N,240 Westland Street Okotoks AB T1S2J5,Okotoks,AB,T1S2J5,Province of Alberta,240 westland street okotoks ab t1s2j5,240,westland street
602,The Centre for Learning@Home-Edmonton,1631,Separate,N,N,N,#100 18207 114 Ave NW Edmonton AB T5S2P6,Edmonton,AB,T5S2P6,Province of Alberta,#100 18207 114 ave nw edmonton ab t5s2p6,18207,114 ave nw
603,Doe River Colony School,1632,Public,Y,Y,N,Box 169 Bonanza AB T0H0K0,Bonanza,AB,T0H0K0,Province of Alberta,bonanza ab t0h0k0,,
604,Prairie Adventist Christian eSchool,1633,Private School,Y,Y,Y,5816 Highway 2A Lacombe AB T4L2G5,Lacombe,AB,T4L2G5,Province of Alberta,5816 highway 2a lacombe ab t4l2g5,5816,highway 2a
605,Fox Lake Elementary School,1634,Federal First Nations,Y,N,N,P.O. Box 210 Fox Lake AB T0H1R0,Fox Lake,AB,T0H1R0,Province of Alberta,fox lake ab t0h1r0,,
606,Routhier School,1635,Public,Y,N,N,P.O. Box 540 Falher AB T0H1M0,Falher,AB,T0H1M0,Province of Alberta,falher ab t0h1m0,,
607,Medicine Hat School District No.76 Summer School,1648,Public,N,Y,Y,200 - 7 Street S.W. Medicine Hat AB T1A4K1,Medicine Hat,AB,T1A4K1,Province of Alberta,200 7 street sw medicine hat ab t1a4k1,200,7 street sw
608,St. Andrew's School,1670,Separate,Y,Y,Y,P.O. Box 789 High Prairie AB T0G1E0,High Prairie,AB,T0G1E0,Province of Alberta,high prairie ab t0g1e0,,
609,Ecole Providence School,1671,Separate,Y,Y,N,P.O. Box 59 McLennan AB T0H2L0,McLennan,AB,T0H2L0,Province of Alberta,mclennan ab t0h2l0,,
610,Sarah Thompson School,1673,Public,Y,N,N,42 4 Street NE Langdon AB T0J1X1,Langdon,AB,T0J1X1,Province of Alberta,42 4 street ne langdon ab t0j1x1,42,4 street ne
611,Nose Creek School,1674,Public,Y,Y,N,135 Covepark Square NE Calgary AB T3K5W9,Calgary,AB,T3K5W9,Province of Alberta,135 covepark square ne calgary ab t3k5w9,135,covepark square ne
612,St. Mary of the Lake,1675,Separate,Y,N,N,409 - 6 Avenue S.W. Slave Lake AB T0G2A4,Slave Lake,AB,T0G2A4,Province of Alberta,409 6 avenue sw slave lake ab t0g2a4,409,6 avenue sw
613,Captain Nichola Goddard School,1676,Public,Y,Y,N,405 Panatella Blvd NW Calgary AB T3K0P3,Calgary,AB,T3K0P3,Province of Alberta,405 panatella blvd nw calgary ab t3k0p3,405,panatella blvd nw
614,Ted Harrison School,1677,Public,Y,Y,N,215 Taravista Way N.E. Calgary AB T3J4L1,Calgary,AB,T3J4L1,Province of Alberta,215 taravista way ne calgary ab t3j4l1,215,taravista way ne
615,Twelve Mile Coulee School,1678,Public,Y,Y,N,65 Tuscany Hills Road N.W. Calgary AB T3L0C7,Calgary,AB,T3L0C7,Province of Alberta,65 tuscany hills road nw calgary ab t3l0c7,65,tuscany hills road nw
616,Robert Thirsk School,1679,Public,N,N,Y,8777 Nose Hill Drive N.W. Calgary AB T3G5T3,Calgary,AB,T3G5T3,Province of Alberta,8777 nose hill drive nw calgary ab t3g5t3,8777,nose hill drive nw
617,St. Isabella School,1680,Separate,Y,Y,N,855 Copperfield Blvd SE Calgary AB T2Z4W8,Calgary,AB,T2Z4W8,Province of Alberta,855 copperfield blvd se calgary ab t2z4w8,855,copperfield blvd se
618,Herons Crossing School,1681,Public,Y,Y,N,1860 Reunion Blvd NW Airdrie AB T4B0H2,Airdrie,AB,T4B0H2,Province of Alberta,1860 reunion blvd nw airdrie ab t4b0h2,1860,reunion blvd nw
619,Vista Virtual School - Edmonton Writing Centre,1682,Public,N,N,N,"#300, 10055 - 106 Street Edmonton AB T5J2Y2",Edmonton,AB,T5J2Y2,Province of Alberta,#300 10055 106 street edmonton ab t5j2y2,10055,106 street
620,St. Peter the Apostle Catholic High School,1684,Separate,N,Y,Y,10 Harvest Ridge Drive Spruce Grove AB T7X0L3,Spruce Grove,AB,T7X0L3,Province of Alberta,10 harvest ridge drive spruce grove ab t7x0l3,10,harvest ridge drive
621,Canadian Montessori School North,1685,Private School,N,N,N,1112 - 70 Avenue S.W. Calgary AB T2V0P6,Calgary,AB,T2V0P6,Province of Alberta,1112 70 avenue sw calgary ab t2v0p6,1112,70 avenue sw
622,Canadian Montessori School West,1686,Private School,N,N,N,1112 - 70 Avenue S.W. Calgary AB T2V0P6,Calgary,AB,T2V0P6,Province of Alberta,1112 70 avenue sw calgary ab t2v0p6,1112,70 avenue sw
623,Junior High Fresh Start Outreach Program,1688,Separate,N,Y,N,1420 - 28 St. S.E. Calgary AB T2V0Y8,Calgary,AB,T2V0Y8,Province of Alberta,1420 28 st se calgary ab t2v0y8,1420,28 st se
624,Black Gold Outreach - Beaumont,1689,Public,N,Y,Y,"Unit 102, 5204 - 50 Avenue Beaumont AB T4X1E3",Beaumont,AB,T4X1E3,Province of Alberta,unit 102 5204 50 avenue beaumont ab t4x1e3,5204,50 avenue
625,Slave Lake Koinonia Christian,1696,Private School,Y,Y,Y,P.O. Box 1548 Slave Lake AB T0G2A0,Slave Lake,AB,T0G2A0,Province of Alberta,slave lake ab t0g2a0,,
626,Father Henri Voisin,1697,Separate,Y,N,N,60 Clearview Drive Red Deer AB T4P0K3,Red Deer,AB,T4P0K3,Province of Alberta,60 clearview drive red deer ab t4p0k3,60,clearview drive
627,Chestermere Learning Centre,1700,ECS Private Operator,N,N,N,200 Rivercrest Dr. Unit 201 Calgary AB T2A2X5,Calgary,AB,T2A2X5,Province of Alberta,200 rivercrest dr unit 201 calgary ab t2a2x5,200,rivercrest dr
628,Buffalo Head Prairie School,1701,Public,Y,Y,N,P.O. Box 60 Buffalo Head Prairie AB T0H4A0,Buffalo Head Prairie,AB,T0H4A0,Province of Alberta,buffalo head prairie ab t0h4a0,,
629,Fort Vermilion Public School,1702,Public,N,Y,Y,P.O. Box 308 Fort Vermilion AB T0H1N0,Fort Vermilion,AB,T0H1N0,Province of Alberta,fort vermilion ab t0h1n0,,
630,High Level Public School,1703,Public,N,Y,Y,9701 - 105 Avenue High Level AB T0H1Z0,High Level,AB,T0H1Z0,Province of Alberta,9701 105 avenue high level ab t0h1z0,9701,105 avenue
631,La Crete Public School,1704,Public,N,Y,Y,P.O. Box 1720 La Crete AB T0H2H0,La Crete,AB,T0H2H0,Province of Alberta,la crete ab t0h2h0,,
632,Rainbow Lake School,1705,Public,Y,Y,Y,P.O. Box 116 Rainbow Lake AB T0H2Y0,Rainbow Lake,AB,T0H2Y0,Province of Alberta,rainbow lake ab t0h2y0,,
633,Rocky Lane School,1706,Public,Y,Y,Y,P.O. Box 70 Fort Vermilion AB T0H1N0,Fort Vermilion,AB,T0H1N0,Province of Alberta,fort vermilion ab t0h1n0,,
634,Florence MacDougall Community School,1709,Public,Y,N,N,10802 Rainbow Blvd. High Level AB T0H1Z0,High Level,AB,T0H1Z0,Province of Alberta,10802 rainbow blvd high level ab t0h1z0,10802,rainbow blvd
635,Peace Mennonite School,1711,Private School,N,N,N,Box 640 La Crete AB T0H2H0,La Crete,AB,T0H2H0,Province of Alberta,la crete ab t0h2h0,,
636,Hill Crest Community School,1712,Public,Y,Y,N,P.O. Box 2110 La Crete AB T0H2H0,La Crete,AB,T0H2H0,Province of Alberta,la crete ab t0h2h0,,
637,Blue Hills Community School,1713,Public,Y,Y,Y,P.O. Box 30 Buffalo Head Prairie AB T0H4A0,Buffalo Head Prairie,AB,T0H4A0,Province of Alberta,buffalo head prairie ab t0h4a0,,
638,Ridgeview Central School,1714,Public,Y,N,N,P.O. Box 1750 La Crete AB T0H2H0,La Crete,AB,T0H2H0,Province of Alberta,la crete ab t0h2h0,,
639,High Level Learning Store,1715,Public,N,Y,Y,9900 - 105 Avenue High Level AB T0H1Z0,High Level,AB,T0H1Z0,Province of Alberta,9900 105 avenue high level ab t0h1z0,9900,105 avenue
640,Brooks Early Learning Academy,1716,ECS Private Operator,N,N,N,"#1, 560 Cassils Rd. E Brooks AB T1R1M6",Brooks,AB,T1R1M6,Province of Alberta,#1 560 cassils rd e brooks ab t1r1m6,560,cassils rd e
641,Skylight Colony School,1720,Public,Y,Y,N,"c/o 101, 3305 - 18 Ave N Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,c/o 101 3305 18 ave n lethbridge ab t1h5s1,3305,18 ave n
642,"Calgary Islamic School, Omar Bin Al-Khattab Campus",1722,Public,Y,Y,N,Omar Bin Al-Khattab Campus 225 28 Street SE Calgary AB T2A5K4,Calgary,AB,T2A5K4,Province of Alberta,omar bin al khattab campus 225 28 street se calgary ab t2a5k4,225,28 street se
643,HUB Okotoks,1724,Public,N,N,Y,229 Woodhaven Drive Okotoks AB T1S2A7,Okotoks,AB,T1S2A7,Province of Alberta,229 woodhaven drive okotoks ab t1s2a7,229,woodhaven drive
644,"Almadina Language Charter Academy, Ogden Campus",1725,Charter,Y,Y,N,"118, 3132-26 St NE Calgary AB T1Y6Z1",Calgary,AB,T1Y6Z1,Province of Alberta,118 3132 26 st ne calgary ab t1y6z1,118,3132 26 st ne
645,Cardinal Collins High School Academic Centre,1726,Separate,N,N,Y,3802 - 139 Avenue Edmonton AB T5Y3E7,Edmonton,AB,T5Y3E7,Province of Alberta,3802 139 avenue edmonton ab t5y3e7,3802,139 avenue
646,Nakoda Elementary School,1727,Federal First Nations,Y,N,N,P.O. Box 238 Morley AB T0L1N0,Morley,AB,T0L1N0,Province of Alberta,morley ab t0l1n0,,
647,Dr. Roy Wilson Learning Centre,1728,Public,Y,Y,N,751 Strachan Road SE Medicine Hat AB T1B0P1,Medicine Hat,AB,T1B0P1,Province of Alberta,751 strachan road se medicine hat ab t1b0p1,751,strachan road se
648,Outreach West,1730,Public,N,N,Y,Box 520 8901 20 Avenue Coleman AB T0K0M0,Coleman,AB,T0K0M0,Province of Alberta,8901 20 avenue coleman ab t0k0m0,8901,20 avenue
649,The Learning Connection - Evansburg,1731,Public,N,N,Y,Box 669 Evansburg AB T0E0T0,Evansburg,AB,T0E0T0,Province of Alberta,evansburg ab t0e0t0,,
650,Central High School,1732,Public,N,N,Y,"#116, 1310 Kingsway Avenue S.E Medicine Hat AB T1A2Y4",Medicine Hat,AB,T1A2Y4,Province of Alberta,#116 1310 kingsway avenue se medicine hat ab t1a2y4,1310,kingsway avenue se
651,Over the Rainbow Academy,1733,ECS Private Operator,N,N,N,9616-96 AVE NW Edmonton AB T6C2E4,Edmonton,AB,T6C2E4,Province of Alberta,9616 96 ave nw edmonton ab t6c2e4,9616,96 ave nw
652,Rocky View Schools Online,1735,Public,N,N,Y,133 Main Street Chestermere AB T1X1V3,Chestermere,AB,T1X1V3,Province of Alberta,133 main street chestermere ab t1x1v3,133,main street
653,Calgary Early Learning Centre,1736,ECS Private Operator,N,N,N,140 Haddon Road S.W. Calgary AB T2J0E3,Calgary,AB,T2J0E3,Province of Alberta,140 haddon road sw calgary ab t2j0e3,140,haddon road sw
654,Pine Meadow Hutterite School,1738,Public,Y,Y,N,P.O. Box 120 Glendon AB T0A1P0,Glendon,AB,T0A1P0,Province of Alberta,glendon ab t0a1p0,,
655,McKenzie Learning Centre,1739,ECS Private Operator,N,N,N,200 Rivercrest Dr. SE Unit 201 Calgary AB T2C2X5,Calgary,AB,T2C2X5,Province of Alberta,200 rivercrest dr se unit 201 calgary ab t2c2x5,200,rivercrest dr se
656,Northern Outreach Center,1742,Public,Y,Y,Y,Box 838 La Crete AB T0H2H0,La Crete,AB,T0H2H0,Province of Alberta,la crete ab t0h2h0,,
657,Pembina Valley Christian School,1744,Private School,N,N,N,Site 11 Box 7 RR1 Westlock AB T7P2N9,Westlock,AB,T7P2N9,Province of Alberta,site 11 rr1 westlock ab t7p2n9,,rr1
658,Canadian Collegiate Institute,1745,Private School,N,N,Y,403 Kulawy Gate NW Edmonton AB T6L6Z1,Edmonton,AB,T6L6Z1,Province of Alberta,403 kulawy gate nw edmonton ab t6l6z1,403,kulawy gate nw
659,Renert School,1747,Private School,Y,Y,Y,14 Royal Vista Link NW Calgary AB T3R0K4,Calgary,AB,T3R0K4,Province of Alberta,14 royal vista link nw calgary ab t3r0k4,14,royal vista link nw
660,Adolescent Day Treatment Program,1749,Public,N,Y,Y,1005 - 17a St. N.W. Calgary AB T2N2E5,Calgary,AB,T2N2E5,Province of Alberta,1005 17a st nw calgary ab t2n2e5,1005,17a st nw
661,School of East Indian Languages and Performing Arts,1750,Private School,N,N,N,376 Silverado Boulevard SW Calgary AB T2X0N9,Calgary,AB,T2X0N9,Province of Alberta,376 silverado boulevard sw calgary ab t2x0n9,376,silverado boulevard sw
662,Rudolph Hennig Junior High School,1752,Public,N,Y,N,9512 - 92 Street Fort Saskatchewan AB T8L1L7,Fort Saskatchewan,AB,T8L1L7,Province of Alberta,9512 92 street fort saskatchewan ab t8l1l7,9512,92 street
663,Ecole Parc Elementaire,1753,Public,Y,N,N,9607 Sherridon Drive Fort Saskatchewan AB T8L1W5,Fort Saskatchewan,AB,T8L1W5,Province of Alberta,9607 sherridon drive fort saskatchewan ab t8l1w5,9607,sherridon drive
664,Alpenglow Community School,1755,Public,Y,N,N,1800 - 8th Avenue Canmore AB T1W1Y2,Canmore,AB,T1W1Y2,Province of Alberta,1800 8th avenue canmore ab t1w1y2,1800,8th avenue
665,Mother Teresa Early Childhood Education Centre,1756,Separate,Y,N,N,5216 - 44 Street Lloydminster AB T9V1R6,Lloydminster,AB,T9V1R6,Province of Alberta,5216 44 street lloydminster ab t9v1r6,5216,44 street
666,Charles Spencer High School,1761,Public,N,Y,Y,20 Knowledge Way Grande Prairie AB T8W2V9,Grande Prairie,AB,T8W2V9,Province of Alberta,20 knowledge way grande prairie ab t8w2v9,20,knowledge way
667,East Lake School,1762,Public,Y,N,N,325 Kinniburgh Boulevard Chestermere AB T1X0P4,Chestermere,AB,T1X0P4,Province of Alberta,325 kinniburgh boulevard chestermere ab t1x0p4,325,kinniburgh boulevard
668,C.W. Perry School,1763,Public,Y,Y,N,186 Sagewood Boulevard SW Airdrie AB T4B3A6,Airdrie,AB,T4B3A6,Province of Alberta,186 sagewood boulevard sw airdrie ab t4b3a6,186,sagewood boulevard sw
669,W.H. Croxford High School,1764,Public,N,Y,Y,2654 Chinook Winds Drive SW Airdrie AB T4B0J4,Airdrie,AB,T4B0J4,Province of Alberta,2654 chinook winds drive sw airdrie ab t4b0j4,2654,chinook winds drive sw
670,Walter & Gladys Hill Public School,1765,Public,Y,N,N,3 - 301 Sparrow Hawk Drive Fort McMurray AB T9K1S5,Fort McMurray,AB,T9K1S5,Province of Alberta,3 301 sparrow hawk drive fort mcmurray ab t9k1s5,3 301,sparrow hawk drive
671,Ecole Dansereau Meadows School,1766,Public,Y,Y,N,5907 Rue Eaglemont Beaumont AB T4X0X1,Beaumont,AB,T4X0X1,Province of Alberta,5907 rue eaglemont beaumont ab t4x0x1,5907,rue eaglemont
672,St. Kateri School,1767,Separate,Y,N,N,"1, 301 Sparrow Hawk Drive Fort McMurray AB T9K1S5",Fort McMurray,AB,T9K1S5,Province of Alberta,1 301 sparrow hawk drive fort mcmurray ab t9k1s5,1 301,sparrow hawk drive
