full_name,the_geom,segment_id,type,st_name,st_type,st_dir,from_right,to_right,from_left,to_left
Airlies St,"MULTILINESTRING ((-97.152576063874 49.936632273386, -97.152228029503 49.93705511215, -97.152052822703 49.937423880086))",9449,STREET,Airlies,ST,,,,686,686
St Matthews Ave,"MULTILINESTRING ((-97.206690611016 49.890634372593, -97.208094697735 49.890692065589))",15113,STREET,St Matthews,AVE,,1733,1733,,
Oxford St,"MULTILINESTRING ((-97.17661666235 49.859600151139, -97.17691583118 49.85608779707))",13696,STREET,Oxford,ST,,621,699,610,706
Winston Rd,"MULTILINESTRING ((-97.210768775169 49.876737190056, -97.210570548242 49.87889611252))",9280,STREET,Winston,RD,,175,175,144,196
Saskatchewan Ave,"MULTILINESTRING ((-97.202191378066 49.90610222751, -97.204187113513 49.90594101737))",14748,STREET,Saskatchewan,AVE,,,,1540,1540
King Edward St,"MULTILINESTRING ((-97.206759515312 49.931211612868, -97.20675767152 49.932012131421))",8259,STREET,King Edward,ST,,2059,2061,2058,2062
Raglan Rd,"MULTILINESTRING ((-97.191021393073 49.879351183569, -97.191038535502 49.879409746346, -97.190834262176 49.882202647291))",14354,STREET,Raglan,RD,,475,539,522,542
Selkirk Ave,"MULTILINESTRING ((-97.19181229125 49.93034083765, -97.194563738114 49.931204589523, -97.195111250145 49.931213113588))",14859,STREET,Selkirk,AVE,,1663,1719,,
Wellington Ave,"MULTILINESTRING ((-97.195050552782 49.901094763355, -97.200019776948 49.901251977354))",15648,STREET,Wellington,AVE,,1445,1485,1440,1476
Madison St,"MULTILINESTRING ((-97.203718292606 49.887440111131, -97.203420906968 49.890701672496))",8405,STREET,Madison,ST,,411,499,460,490
Caithness Rd,"MULTILINESTRING ((-97.215442572578 49.916449999828, -97.215594152647 49.914230586071))",7542,STREET,Caithness,RD,,40,52,,
Inkster Blvd,"MULTILINESTRING ((-97.223337116906 49.945948613878, -97.224374815384 49.94594648597, -97.22836142214 49.945944497862, -97.229556449031 49.945943523876))",12087,STREET,Inkster,BLVD,,2529,2533,2624,2624
Brookside Blvd,"MULTILINESTRING ((-97.229640641623 49.934436105994, -97.229647900478 49.940156157593))",10149,STREET,Brookside,BLVD,,1545,1625,,
Hutchings St,"MULTILINESTRING ((-97.182996199334 49.940305844605, -97.181234425778 49.942597386239))",12028,STREET,Hutchings,ST,,167,205,,
Quelch St,"MULTILINESTRING ((-97.18316873852 49.918593250985, -97.182875748165 49.918975442074))",14339,STREET,Quelch,ST,,,,244,244
Park Lane Ave,"MULTILINESTRING ((-97.197565772378 49.92515039947, -97.204737753793 49.927060996594, -97.205213181015 49.927269687849, -97.205585715057 49.927535479019, -97.205870094119 49.927795942225, -97.206136147632 49.928083623332, -97.206362587892 49.928373526654, -97.206554014755 49.928660052287, -97.206673728266 49.928985167455, -97.20674630796 49.929278361415))",9187,STREET,Park Lane,AVE,,,,72,250
Midmar Ave,"MULTILINESTRING ((-97.195683357994 49.922594684125, -97.195701441543 49.923352145899, -97.19575927004 49.923401854048, -97.198189560685 49.924171770891, -97.198269956529 49.92414990057, -97.198447181027 49.923931793178))",23427,STREET,Midmar,AVE,,1805,1849,1800,1846
Manitoba Ave,"MULTILINESTRING ((-97.169318914074 49.925274518756, -97.174880676843 49.927053252662))",12873,STREET,Manitoba,AVE,,1109,1253,1114,1250
Shaughnessy St,"MULTILINESTRING ((-97.17710341641 49.929444894743, -97.176133060483 49.930787870565))",14882,STREET,Shaughnessy,ST,,,,,
Notre Dame Ave,"MULTILINESTRING ((-97.174357195998 49.906239670351, -97.17547176772 49.906599026117))",13571,STREET,Notre Dame,AVE,,1061,1075,1082,1094
St James St,"MULTILINESTRING ((-97.201930486126 49.878228514798, -97.201861701043 49.878956041901))",9001,STREET,St James,ST,,,,500,500
Pritchard Ave,"MULTILINESTRING ((-97.182690084567 49.928250448058, -97.186356371933 49.929428090952))",14308,STREET,Pritchard,AVE,,1447,1505,1438,1506
McKelvey St,"MULTILINESTRING ((-97.191900444287 49.920537736407, -97.191431343814 49.921160065512, -97.190464584842 49.922422262172))",13141,STREET,McKelvey,ST,,287,341,,
Hutchings St,"MULTILINESTRING ((-97.181234425778 49.942597386239, -97.179241345335 49.945183628419))",12029,STREET,Hutchings,ST,,211,277,210,250
Berry St,"MULTILINESTRING ((-97.209336383685 49.901532188425, -97.208963876872 49.90557416077))",7414,STREET,Berry,ST,,801,905,820,820
Dublin Ave,"MULTILINESTRING ((-97.196770706269 49.911357791717, -97.199219115219 49.911440822993))",10988,STREET,Dublin,AVE,,1577,1577,1572,1580
Assiniboine Ave,"MULTILINESTRING ((-97.209734482969 49.875052859881, -97.209897223624 49.874983975659, -97.210910718853 49.87515626357))",7279,STREET,Assiniboine,AVE,,1759,1763,1752,1762
Pipeline Rd,"MULTILINESTRING ((-97.161035264369 49.960241660852, -97.161018753977 49.964334081632))",22291,STREET,Pipeline,RD,,391,391,388,470
Bangor Ave,"MULTILINESTRING ((-97.192336972009 49.913708386314, -97.193084222915 49.913468176497, -97.19419895017 49.913458559945))",9832,STREET,Bangor,AVE,,,,10,16
Inksbrook Dr,"MULTILINESTRING ((-97.225107701743 49.949185274193, -97.225416468562 49.949422823552, -97.225641808228 49.949533432657, -97.225926148632 49.949621239275, -97.226288461952 49.94964492336, -97.229563463469 49.949651727434))",12040,STREET,Inksbrook,DR,,111,165,140,140
Valour Rd,"MULTILINESTRING ((-97.18764280284 49.904415267082, -97.187558256305 49.905556305787, -97.187311894426 49.905936574239, -97.187290718593 49.906317352043))",15422,STREET,Valour,RD,,,,,
Notre Dame Ave,"MULTILINESTRING ((-97.178499493975 49.907564124506, -97.18024733354 49.90812227644))",13576,STREET,Notre Dame,AVE,,1155,1159,1180,1180
King Edward St,"MULTILINESTRING ((-97.206332063503 49.913071233246, -97.20676984414 49.916450817244))",8238,STREET,King Edward,ST,,1475,1620,1350,1636
Brookside Blvd,"MULTILINESTRING ((-97.229647095982 49.925320869625, -97.229643443301 49.93074473666))",10143,STREET,Brookside,BLVD,,1425,1425,1400,1400
Dingle St,"MULTILINESTRING ((-97.199875723413 49.931212883769, -97.199880916872 49.933601714, -97.199866498729 49.933704332141))",10900,STREET,Dingle,ST,,15,59,2,60
Fife St,"MULTILINESTRING ((-97.172288986022 49.932211503899, -97.17170333944 49.932957845631))",11269,STREET,Fife,ST,,1107,1107,,
St James St,"MULTILINESTRING ((-97.20107769679 49.887975631893, -97.200856092923 49.891029692473))",9006,STREET,St James,ST,,875,875,830,900
Dalton St,"MULTILINESTRING ((-97.161659425755 49.929938641724, -97.159651577663 49.932533315333))",10834,STREET,Dalton,ST,,397,471,400,472
Storie Rd,"MULTILINESTRING ((-97.138744381502 49.96329171332, -97.161035264654 49.970486854788))",22413,STREET,Storie,RD,,1033,1385,1090,1310
Keewatin St,"MULTILINESTRING ((-97.195082319853 49.935312007999, -97.195086745275 49.938550245648))",12236,STREET,Keewatin,ST,,737,835,810,850
Pritchard Ave,"MULTILINESTRING ((-97.186356371933 49.929428090952, -97.188766133703 49.930194348818))",14309,STREET,Pritchard,AVE,,1515,1567,1514,1566
Bradford St,"MULTILINESTRING ((-97.204592963661 49.901386862787, -97.204187113513 49.90594101737))",7448,STREET,Bradford,ST,,865,875,780,950
Greenhoven Cres,"MULTILINESTRING ((-97.208808149127 49.939473615648, -97.207775782228 49.93950520128, -97.207622203767 49.939605198608, -97.20762075947 49.941425150124))",11635,STREET,Greenhoven,CRES,,3,83,34,82
Keewatin St,"MULTILINESTRING ((-97.195111250145 49.931213113588, -97.195119562155 49.932215998015))",12232,STREET,Keewatin,ST,,645,675,660,672
Meridian Dr,"MULTILINESTRING ((-97.225107701743 49.949185274193, -97.224350451473 49.949577919758, -97.224089644601 49.949787076705, -97.223861915589 49.950029958012, -97.223742903711 49.950232981316, -97.223647784893 49.95048619795))",23105,STREET,Meridian,DR,,25,25,,
Century St,"MULTILINESTRING ((-97.205703311357 49.890601104628, -97.205656056107 49.891499870051))",7629,STREET,Century,ST,,503,517,100,106
Field St,"MULTILINESTRING ((-97.196770706269 49.911357791717, -97.196689041112 49.912426920174))",11263,STREET,Field,ST,,,,1650,1654
Templeton Ave,"MULTILINESTRING ((-97.143060066392 49.958552424313, -97.151085221067 49.961129576326))",26885,STREET,Templeton,AVE,,,,1100,1100
Mandalay Dr,"MULTILINESTRING ((-97.182655033732 49.949662674983, -97.18279610328 49.949988702349, -97.183018736958 49.950369976993))",22064,STREET,Mandalay,DR,,,,144,168
Bentall St,"MULTILINESTRING ((-97.178710274894 49.932654353663, -97.177142079569 49.934698544799))",9975,STREET,Bentall,ST,,19,55,20,20
Brookside Blvd,"MULTILINESTRING ((-97.229563463469 49.949651727434, -97.229518324586 49.960778853168))",10153,STREET,Brookside,BLVD,,1987,2245,,
Niagara St,"MULTILINESTRING ((-97.18632917217 49.859959435368, -97.186641881851 49.856438276416))",13524,STREET,Niagara,ST,,611,701,616,710
Chamberlain Ave,"MULTILINESTRING ((-97.16497148686 49.933599882371, -97.169974144872 49.935197290949))",10389,STREET,Chamberlain,AVE,,1181,1249,1180,1250
Milt Stegall Dr,"MULTILINESTRING ((-97.198122204142 49.894153459055, -97.197934708968 49.896570191225))",9638,STREET,Milt Stegall,DR,,1055,1055,,
Roseberry St,"MULTILINESTRING ((-97.215324579298 49.890965509978, -97.214979198636 49.894666115044))",8823,STREET,Roseberry,ST,,565,625,540,616
Shaughnessy St,"MULTILINESTRING ((-97.178744452244 49.927311898023, -97.178143345562 49.928103003993))",14879,STREET,Shaughnessy,ST,,,,24,36
Discovery Pl,"MULTILINESTRING ((-97.223649521747 49.952491852972, -97.222918646805 49.952480655086, -97.222524363525 49.952526762958, -97.222208758366 49.952631193106, -97.221862750919 49.952829524133, -97.221542289862 49.952961195043, -97.221178043806 49.953027625935, -97.220700132257 49.953045127768, -97.219638338389 49.953031314688))",24329,STREET,Discovery,PL,,200,200,195,195
Bentall St,"MULTILINESTRING ((-97.177142079569 49.934698544799, -97.176350967589 49.935720522074))",9976,STREET,Bentall,ST,,75,75,100,100
Oddy St,"MULTILINESTRING ((-97.203503693101 49.919836606042, -97.202990971625 49.920512274967))",8637,STREET,Oddy,ST,,,,50,50
Bangor Ave,"MULTILINESTRING ((-97.19419895017 49.913458559945, -97.199054214007 49.913624032934))",9834,STREET,Bangor,AVE,,,,44,44
Niagara St,"MULTILINESTRING ((-97.186034021212 49.863381921297, -97.18632917217 49.859959435368))",13523,STREET,Niagara,ST,,523,603,524,604
Beecher Ave,"MULTILINESTRING ((-97.130870680715 49.95426348781, -97.132137538553 49.954670683268))",21735,STREET,Beecher,AVE,,749,765,752,756
Templeton Ave,"MULTILINESTRING ((-97.135830092816 49.954265478248, -97.137995672356 49.954962783794))",21633,STREET,Templeton,AVE,,761,761,756,772
Leila Ave,"MULTILINESTRING ((-97.141393411799 49.951446301464, -97.147562888219 49.953424962191))",21429,STREET,Leila,AVE,,783,925,,
Park Lane Ave,"MULTILINESTRING ((-97.195695823761 49.924658379756, -97.197565772378 49.92515039947))",9186,STREET,Park Lane,AVE,,15,15,20,60
Coulter Ave,"MULTILINESTRING ((-97.171092484044 49.908598865279, -97.172454926878 49.909034119673))",10682,STREET,Coulter,AVE,,1051,1051,1000,1040
Boyd Ave,"MULTILINESTRING ((-97.163274158724 49.928516045242, -97.165421636249 49.92920667571))",10043,STREET,Boyd,AVE,,,,1080,1124
Wellington Ave,"MULTILINESTRING ((-97.202492334417 49.901327325623, -97.204592963661 49.901386862787))",15651,STREET,Wellington,AVE,,1715,1715,,
Quelch St,"MULTILINESTRING ((-97.183695974205 49.917908900832, -97.18316873852 49.918593250985))",14338,STREET,Quelch,ST,,,,,
Midland St,"MULTILINESTRING ((-97.189892794015 49.907184888485, -97.189608436033 49.910901442726, -97.189481894555 49.911091278388))",13288,STREET,Midland,ST,,1,135,10,130
Morrison St,"MULTILINESTRING ((-97.148832204119 49.945772552321, -97.147380660592 49.947638307792))",21479,STREET,Morrison,ST,,25,25,2,46
Leila Ave,"MULTILINESTRING ((-97.138708900303 49.950566713494, -97.141393411799 49.951446301464))",21428,STREET,Leila,AVE,,761,777,770,730
Van Horne St,"MULTILINESTRING ((-97.172910156914 49.924629561156, -97.172411903372 49.925278339601))",15428,STREET,Van Horne,ST,,667,667,,
Strathcona St,"MULTILINESTRING ((-97.191478679588 49.882072375943, -97.191312953868 49.884107959491))",15203,STREET,Strathcona,ST,,573,621,574,612
Strewchuk Bay,"MULTILINESTRING ((-97.155898423209 49.953458874436, -97.156173068199 49.95353839677, -97.156396225098 49.953565733862, -97.158023744997 49.953565182387, -97.158125160567 49.953632481047, -97.158133576044 49.954070072563, -97.158115799301 49.954139061179, -97.158080758042 49.954204148704, -97.158021413235 49.954266224415, -97.157921495727 49.954325029838, -97.157760342001 49.954351981263, -97.156101286032 49.954352597659, -97.155731903875 49.954326988075, -97.155325161259 49.954232315014))",22415,STREET,Strewchuk,BAY,,3,103,2,106
Sheppard St,"MULTILINESTRING ((-97.182955365891 49.93130875272, -97.1837101849 49.933470367315, -97.183336650959 49.934139135045))",14888,STREET,Sheppard,ST,,305,339,,
Keewatin St,"MULTILINESTRING ((-97.195094111484 49.921567945917, -97.19509185169 49.922407320338))",12226,STREET,Keewatin,ST,,331,331,120,120
Yukon Ave,"MULTILINESTRING ((-97.196711383511 49.896515187912, -97.197934708968 49.896570191225))",16037,STREET,Yukon,AVE,,,,,
Selkirk Ave,"MULTILINESTRING ((-97.172910156914 49.924629561156, -97.175966460625 49.925604163368))",14851,STREET,Selkirk,AVE,,1205,1261,1194,1258
Logan Ave,"MULTILINESTRING ((-97.167661185968 49.912772320282, -97.16865192682 49.913093803728))",12545,STREET,Logan,AVE,,1035,1049,1032,1044
Marlow Crt,"MULTILINESTRING ((-97.169489339622 49.945048082171, -97.17001549435 49.944370802943, -97.170139875405 49.944340715896, -97.172984036911 49.945253338592, -97.17300382858 49.945334984923, -97.172491470492 49.946012917202))",22175,STREET,Marlow,CRT,,27,95,2,140
Assiniboine Ave,"MULTILINESTRING ((-97.210910718853 49.87515626357, -97.212030838119 49.87535344728))",7280,STREET,Assiniboine,AVE,,1771,1777,1766,1776
Boyd Ave,"MULTILINESTRING ((-97.168064718461 49.93005801168, -97.172787315203 49.93156272754))",10045,STREET,Boyd,AVE,,1205,1283,1212,1290
Sanford St,"MULTILINESTRING ((-97.19364884208 49.897609868154, -97.193372057566 49.901048520038))",14682,STREET,Sanford,ST,,1115,1199,1110,1184
Border St,"MULTILINESTRING ((-97.202191378066 49.90610222751, -97.202076580513 49.906269891815, -97.201652944159 49.911541566222))",7433,STREET,Border,ST,,1215,1313,1214,1304
Ryan St,"MULTILINESTRING ((-97.215229580056 49.926368115927, -97.215226799842 49.92870674961))",8853,STREET,Ryan,ST,,123,165,180,180
Alexander Ave,"MULTILINESTRING ((-97.168379422225 49.911830202959, -97.169274064047 49.912114183018, -97.170664090103 49.912558888388))",9503,STREET,Alexander,AVE,,1045,1045,,
Maroons Rd,"MULTILINESTRING ((-97.196215113011 49.887791335937, -97.198634165976 49.887882923422))",12922,STREET,Maroons,RD,,,,,
Ringel Ave,"MULTILINESTRING ((-97.206759813044 49.934206922282, -97.209770170921 49.934199470573))",14419,STREET,Ringel,AVE,,15,51,4,46
Yukon Ave,"MULTILINESTRING ((-97.197934708968 49.896570191225, -97.200395954862 49.896662395708))",16038,STREET,Yukon,AVE,,1365,1373,,
Dobrinsky Dr,"MULTILINESTRING ((-97.160408207521 49.942304834494, -97.159936604018 49.942914095106, -97.15978528367 49.942941533537, -97.15939000252 49.942798493958, -97.159254748777 49.942808780178, -97.158158691292 49.944067026989, -97.158208434223 49.944177229693, -97.158980990753 49.944430703096, -97.159140302407 49.944395932615, -97.159543681412 49.943922412389, -97.159682915944 49.943807749712, -97.159929502467 49.94370722371, -97.160224729839 49.943644768689, -97.160489811717 49.94356442815, -97.16064678305 49.943489832091, -97.160756465948 49.943407740988))",21848,STREET,Dobrinsky,DR,,3,177,2,198
Inksbrook Dr,"MULTILINESTRING ((-97.223337116906 49.945948613878, -97.223338915955 49.947361819765, -97.223361425859 49.947568579484, -97.223441402537 49.947736594882, -97.223610680498 49.947950673862, -97.225107701743 49.949185274193))",12037,STREET,Inksbrook,DR,,65,65,40,40
Elgin Ave,"MULTILINESTRING ((-97.164923541993 49.908196694831, -97.167717007741 49.909094258601))",11111,STREET,Elgin,AVE,,915,945,936,976
Notre Dame Ave,"MULTILINESTRING ((-97.177852383328 49.90736506093, -97.178499493975 49.907564124506))",13575,STREET,Notre Dame,AVE,,,,1142,1146
Manitoba Ave,"MULTILINESTRING ((-97.181012907407 49.929017244744, -97.181317738008 49.929116207506))",12876,STREET,Manitoba,AVE,,1405,1405,1406,1406
Fife St,"MULTILINESTRING ((-97.170559846017 49.93445095883, -97.169974144872 49.935197290949))",11272,STREET,Fife,ST,,1145,1151,,
Bradford St,"MULTILINESTRING ((-97.204901023217 49.897964554654, -97.204592963661 49.901386862787))",7447,STREET,Bradford,ST,,705,791,750,770
Admiral Ave,"MULTILINESTRING ((-97.169320692576 49.934053613485, -97.170559846017 49.93445095883))",9383,STREET,Admiral,AVE,,1301,1301,,
Church Ave,"MULTILINESTRING ((-97.188682989212 49.941050014065, -97.191578955678 49.941041150912))",10481,STREET,Church,AVE,,1661,1693,1658,1680
Manitoba Ave,"MULTILINESTRING ((-97.166483172729 49.924366193355, -97.169318914074 49.925274518756))",12872,STREET,Manitoba,AVE,,1039,1093,1032,1084
Gallagher Ave,"MULTILINESTRING ((-97.18316873852 49.918593250985, -97.187243731029 49.919889344519))",11405,STREET,Gallagher,AVE,,2201,2287,2208,2286
King Edward St,"MULTILINESTRING ((-97.207390524666 49.898048052737, -97.207096891825 49.901461594825))",8233,STREET,King Edward,ST,,745,745,700,750
Empress St,"MULTILINESTRING ((-97.196309801111 49.886371602141, -97.196215113011 49.887791335937))",11215,STREET,Empress,ST,,655,675,600,600
Elgin Ave W,"MULTILINESTRING ((-97.183773707302 49.914357112545, -97.186581695926 49.915255588399))",11114,STREET,Elgin,AVE,W,1379,1431,1376,1440
King Edward St,"MULTILINESTRING ((-97.20674630796 49.929278361415, -97.206759515312 49.931211612868))",8258,STREET,King Edward,ST,,,,,
Paramount Rd,"MULTILINESTRING ((-97.19210628471 49.945942603031, -97.19211378335 49.949837511791, -97.193945886725 49.950423744119, -97.1951725885 49.950424853184))",13746,STREET,Paramount,RD,,11,151,30,154
Arrowwood Dr S,"MULTILINESTRING ((-97.150192978885 49.944454022105, -97.153411658483 49.94549157355, -97.153428217502 49.945579720666, -97.152885805715 49.946205986858))",21108,STREET,Arrowwood,DR,S,99,151,98,182
Empress St,"MULTILINESTRING ((-97.195359955269 49.897654508377, -97.195050552782 49.901094763355))",11220,STREET,Empress,ST,,1115,1133,,
Gallagher Ave W,"MULTILINESTRING ((-97.198725820842 49.923558335419, -97.199279500585 49.923739858892))",7932,STREET,Gallagher,AVE,W,57,61,,
King Edward St,"MULTILINESTRING ((-97.206787083961 49.953366467669, -97.206779368451 49.955075375379))",8275,STREET,King Edward,ST,,,,2700,2700
Ryan St,"MULTILINESTRING ((-97.215228292522 49.925648503173, -97.215229580056 49.926368115927))",8852,STREET,Ryan,ST,,113,113,116,116
