idx,facility_name,source_id,authority_type,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,facility_type,street_addr,address_str,city,province,postal_code,provider,grade_type,address_str_clean,street_no,street_name
91,Bedford Public School,039306,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,59 Bedford Dr,59 Bedford Dr Stratford Ontario N5A5J7,Stratford,Ontario,N5A5J7,Province of Ontario,,59 bedford dr stratford ontario n5a5j7,59,bedford dr
92,Bluewater Coast Elementary Public School,272319,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,85 York Street,85 York Street Hensall Ontario N0M1X0,Hensall,Ontario,N0M1X0,Province of Ontario,,85 york street hensall ontario n0m1x0,85,york street
93,Brookside Public School,066699,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,36937 Belgrave Road RR 7,36937 Belgrave Road RR 7 Lucknow Ontario N0G2H0,Lucknow,Ontario,N0G2H0,Province of Ontario,,36937 belgrave road rr 7 lucknow ontario n0g2h0,36937,belgrave road rr 7
94,Central Huron Secondary School,899569,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,165 Princess St E,165 Princess St E Clinton Ontario N0M1L0,Clinton,Ontario,N0M1L0,Province of Ontario,,165 princess st e clinton ontario n0m1l0,165,princess st e
95,Central Perth Elementary School,093718,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,4663 Road 135 RR 1,4663 Road 135 RR 1 Sebringville Ontario N0K1X0,Sebringville,Ontario,N0K1X0,Province of Ontario,,4663 road 135 rr 1 sebringville ontario n0k1x0,4663,road 135 rr 1
96,Clinton Public School,112917,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,27 Percival St,27 Percival St Clinton Ontario N0M1L0,Clinton,Ontario,N0M1L0,Province of Ontario,,27 percival st clinton ontario n0m1l0,27,percival st
97,Downie Central Public School,145912,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,4384 Line 20 RR 2,4384 Line 20 RR 2 St Pauls Ontario N0K1V0,St Pauls,Ontario,N0K1V0,Province of Ontario,,4384 line 20 rr 2 st pauls ontario n0k1v0,4384,line 20 rr 2
98,Elma Township Public School,175170,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,5972 Line 72 RR 2,5972 Line 72 RR 2 Atwood Ontario N0G1B0,Atwood,Ontario,N0G1B0,Province of Ontario,,5972 line 72 rr 2 atwood ontario n0g1b0,5972,line 72 rr 2
99,Exeter Elementary School,190527,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,93 Victoria St E,93 Victoria St E Exeter Ontario N0M1S1,Exeter,Ontario,N0M1S1,Province of Ontario,,93 victoria st e exeter ontario n0m1s1,93,victoria st e
100,F E Madill Secondary School,953776,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,231 Madill Dr,231 Madill Dr Wingham Ontario N0G2W0,Wingham,Ontario,N0G2W0,Province of Ontario,,231 madill dr wingham ontario n0g2w0,231,madill dr
101,F. E. Madill Elementary,181908,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,231 Madill Drive,231 Madill Drive Wingham Ontario N0G2W0,Wingham,Ontario,N0G2W0,Province of Ontario,,231 madill drive wingham ontario n0g2w0,231,madill drive
102,GDCI - Elementary,450242,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,260 South St,260 South St Goderich Ontario N7A3M5,Goderich,Ontario,N7A3M5,Province of Ontario,,260 south st goderich ontario n7a3m5,260,south st
103,Goderich District Collegiate Institute,913600,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,260 South St,260 South St Goderich Ontario N7A3M5,Goderich,Ontario,N7A3M5,Province of Ontario,,260 south st goderich ontario n7a3m5,260,south st
104,Goderich Public School,478133,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,125 Blake St W,125 Blake St W Goderich Ontario N7A1Z1,Goderich,Ontario,N7A1Z1,Province of Ontario,,125 blake st w goderich ontario n7a1z1,125,blake st w
105,Hamlet Public School,242527,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,315 West Gore St,315 West Gore St Stratford Ontario N5A7N4,Stratford,Ontario,N5A7N4,Province of Ontario,,315 west gore st stratford ontario n5a7n4,315,west gore st
106,Howick Central Public School,268003,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,45010 Harriston Road RR 1,45010 Harriston Road RR 1 Gorrie Ontario N0G1X0,Gorrie,Ontario,N0G1X0,Province of Ontario,,45010 harriston road rr 1 gorrie ontario n0g1x0,45010,harriston road rr 1
107,Hullett Central Public School,268640,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,269 King St,269 King St Londesborough Ontario N0M2H0,Londesborough,Ontario,N0M2H0,Province of Ontario,,269 king st londesborough ontario n0m2h0,269,king st
108,Huron Centennial Public School,273694,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,39978 Centennial Rd RR 1,39978 Centennial Rd RR 1 Brucefield Ontario N0M1J0,Brucefield,Ontario,N0M1J0,Province of Ontario,,39978 centennial rd rr 1 brucefield ontario n0m1j0,39978,centennial rd rr 1
109,Listowel District Secondary School,923095,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,155 Maitland Ave S,155 Maitland Ave S Listowel Ontario N4W2M4,Listowel,Ontario,N4W2M4,Province of Ontario,,155 maitland ave s listowel ontario n4w2m4,155,maitland ave s
110,Listowel Eastdale Public School,163619,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,365 Nichol Ave S,365 Nichol Ave S Listowel Ontario N4W2M3,Listowel,Ontario,N4W2M3,Province of Ontario,,365 nichol ave s listowel ontario n4w2m3,365,nichol ave s
111,Little Falls Public School,285535,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,25 Lindsay Atkinson Drive,25 Lindsay Atkinson Drive St Marys Ontario N4X1B6,St Marys,Ontario,N4X1B6,Province of Ontario,,25 lindsay atkinson drive st marys ontario n4x1b6,25,lindsay atkinson drive
112,Maitland River Elementary Public School,517103,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,250 John St E,250 John St E Wingham Ontario N0G2W0,Wingham,Ontario,N0G2W0,Province of Ontario,,250 john st e wingham ontario n0g2w0,250,john st e
113,Milverton Public School,366021,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,68 Mill St E,68 Mill St E Milverton Ontario N0K1M0,Milverton,Ontario,N0K1M0,Province of Ontario,,68 mill st e milverton ontario n0k1m0,68,mill st e
114,Mitchell District Elementary Public School,135064,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,95 Francis Street 5,95 Francis Street 5 Mitchell Ontario N0K1N0,Mitchell,Ontario,N0K1N0,Province of Ontario,,95 francis street 5 mitchell ontario n0k1n0,95,francis street 5
115,Mitchell District High School,927120,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,95 Frances St RR 5,95 Frances St RR 5 Mitchell Ontario N0K1N0,Mitchell,Ontario,N0K1N0,Province of Ontario,,95 frances st rr 5 mitchell ontario n0k1n0,95,frances st rr 5
116,Mornington Central Public School,372781,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,7241 Road 131 RR 1,7241 Road 131 RR 1 Newton Ontario N0K1R0,Newton,Ontario,N0K1R0,Province of Ontario,,7241 road 131 rr 1 newton ontario n0k1r0,7241,road 131 rr 1
117,North Easthope Public School,406040,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,4672 Road 108 RR 1,4672 Road 108 RR 1 Stratford Ontario N5A6S2,Stratford,Ontario,N5A6S2,Province of Ontario,,4672 road 108 rr 1 stratford ontario n5a6s2,4672,road 108 rr 1
118,North Perth Westfield Elementary School,459441,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,955 Binning Street,955 Binning Street Listowel Ontario N4W0G3,Listowel,Ontario,N4W0G3,Province of Ontario,,955 binning street listowel ontario n4w0g3,955,binning street
119,North Woods Elementary School,578519,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,84925 Ethel Line,84925 Ethel Line Ethel Ontario N0G1T0,Ethel,Ontario,N0G1T0,Province of Ontario,,84925 ethel line ethel ontario n0g1t0,84925,ethel line
120,Romeo Public School,490040,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,49 Rebecca St,49 Rebecca St Stratford Ontario N5A3P2,Stratford,Ontario,N5A3P2,Province of Ontario,,49 rebecca st stratford ontario n5a3p2,49,rebecca st
121,Seaforth Public School,504475,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,58 Chalk North St N,58 Chalk North St N Seaforth Ontario N0K1W0,Seaforth,Ontario,N0K1W0,Province of Ontario,,58 chalk north st n seaforth ontario n0k1w0,58,chalk north st n
122,Shakespeare Public School,507725,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,35 Mowat St,35 Mowat St Stratford Ontario N5A2B8,Stratford,Ontario,N5A2B8,Province of Ontario,,35 mowat st stratford ontario n5a2b8,35,mowat st
123,South Huron District High School,943118,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,92 Gidley St E,92 Gidley St E Exeter Ontario N0M1S6,Exeter,Ontario,N0M1S6,Province of Ontario,,92 gidley st e exeter ontario n0m1s6,92,gidley st e
124,South Huron Elementary Public School,469900,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,92 Gidley Street East,92 Gidley Street East Exeter Ontario N0M1S6,Exeter,Ontario,N0M1S6,Province of Ontario,,92 gidley street east exeter ontario n0m1s6,92,gidley street east
125,South Perth Centennial Public School,523267,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1866 Road 163 RR 1,1866 Road 163 RR 1 St Marys Ontario N4X1C4,St Marys,Ontario,N4X1C4,Province of Ontario,,1866 road 163 rr 1 st marys ontario n4x1c4,1866,road 163 rr 1
126,Sprucedale Public School,528650,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,2215 Fraser St,2215 Fraser St Shakespeare Ontario N0B2P0,Shakespeare,Ontario,N0B2P0,Province of Ontario,,2215 fraser st shakespeare ontario n0b2p0,2215,fraser st
127,St Marys D.C. & V. I. High School,944807,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,338 Elizabeth St,338 Elizabeth St St Marys Ontario N4X1B6,St Marys,Ontario,N4X1B6,Province of Ontario,,338 elizabeth st st marys ontario n4x1b6,338,elizabeth st
128,St Marys D.C. & V.I. - Elementary Elementary Public School,100438,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,338 Elizabeth Street,338 Elizabeth Street St. Marys Ontario N4X1B6,St. Marys,Ontario,N4X1B6,Province of Ontario,,338 elizabeth street st marys ontario n4x1b6,338,elizabeth street
129,Stephen Central Public School,535508,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,70042 Goshen Line RR 3,70042 Goshen Line RR 3 Dashwood Ontario N0M1N0,Dashwood,Ontario,N0M1N0,Province of Ontario,,70042 goshen line rr 3 dashwood ontario n0m1n0,70042,goshen line rr 3
130,Stratford Central Public School,531073,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,60 St. Andrew St,60 St. Andrew St Stratford Ontario N5A1A3,Stratford,Ontario,N5A1A3,Province of Ontario,,60 st andrew st stratford ontario n5a1a3,60,st andrew st
131,Stratford Central Secondary School,945587,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,60 St Andrew St,60 St Andrew St Stratford Ontario N5A1A3,Stratford,Ontario,N5A1A3,Province of Ontario,,60 st andrew st stratford ontario n5a1a3,60,st andrew st
132,Stratford District Secondary School,893395,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,428 Forman Ave,428 Forman Ave Stratford Ontario N5A6R7,Stratford,Ontario,N5A6R7,Province of Ontario,,428 forman ave stratford ontario n5a6r7,428,forman ave
133,Stratford Intermediate School,097284,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,60 St Andrew,60 St Andrew Stratford Ontario N5A1A3,Stratford,Ontario,N5A1A3,Province of Ontario,,60 st andrew stratford ontario n5a1a3,60,st andrew
134,Stratford Northwestern Public School,531090,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,428 Forman Ave,428 Forman Ave Stratford Ontario N5A6R7,Stratford,Ontario,N5A6R7,Province of Ontario,,428 forman ave stratford ontario n5a6r7,428,forman ave
135,Stratford Northwestern Secondary School,945714,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,428 Forman Ave,428 Forman Ave Stratford Ontario N5A6R7,Stratford,Ontario,N5A6R7,Province of Ontario,,428 forman ave stratford ontario n5a6r7,428,forman ave
136,Upper Thames Elementary School,566667,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,165 Frances Street RR 5,165 Frances Street RR 5 Mitchell Ontario N0K1N0,Mitchell,Ontario,N0K1N0,Province of Ontario,,165 frances street rr 5 mitchell ontario n0k1n0,165,frances street rr 5
137,Bloorview School Authority,417556,Provincial/Hospital,JK-8,1.0,1.0,1.0,1,0.0,Hospital,150 Kilgour Rd,150 Kilgour Rd Toronto Ontario M4G1R8,Toronto,Ontario,M4G1R8,Province of Ontario,,150 kilgour rd toronto ontario m4g1r8,150,kilgour rd
138,Alexandra Community School,010472,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1556 8th Ave E,1556 8th Ave E Owen Sound Ontario N4K3B6,Owen Sound,Ontario,N4K3B6,Province of Ontario,,1556 8th ave e owen sound ontario n4k3b6,1556,8th ave e
139,Amabel-Sauble Community School,011606,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,555 Sauble Falls Parkway RR 1,555 Sauble Falls Parkway RR 1 Sauble Beach Ontario N0H2G0,Sauble Beach,Ontario,N0H2G0,Province of Ontario,,555 sauble falls parkway rr 1 sauble beach ontario n0h2g0,555,sauble falls parkway rr 1
140,Arran Tara Elementary School,022322,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,106 Brook St W,106 Brook St W Tara Ontario N0H2N0,Tara,Ontario,N0H2N0,Province of Ontario,,106 brook st w tara ontario n0h2n0,106,brook st w
141,Beaver Valley Community School,552585,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,189 Bruce St. S.,189 Bruce St. S. Thornbury Ontario N0H2P0,Thornbury,Ontario,N0H2P0,Province of Ontario,,189 bruce st s thornbury ontario n0h2p0,189,bruce st s
142,Beavercrest Community School,340804,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,101 Main St E,101 Main St E Markdale Ontario N0C1H0,Markdale,Ontario,N0C1H0,Province of Ontario,,101 main st e markdale ontario n0c1h0,101,main st e
143,Bruce Peninsula District School,067709,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,5 Moore St,5 Moore St Lion s Head Ontario N0H1W0,Lion s Head,Ontario,N0H1W0,Province of Ontario,,5 moore st lion s head ontario n0h1w0,5,moore st
144,Bruce Peninsula District School,896969,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,5 Moore St,5 Moore St Lion s Head Ontario N0H1W0,Lion s Head,Ontario,N0H1W0,Province of Ontario,,5 moore st lion s head ontario n0h1w0,5,moore st
145,Chesley District Community School,169200,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,231 4th Ave SE,231 4th Ave SE Chesley Ontario N0G1L0,Chesley,Ontario,N0G1L0,Province of Ontario,,231 4th ave se chesley ontario n0g1l0,231,4th ave se
146,Dawnview Public School,135143,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,149 12th Ave,149 12th Ave Hanover Ontario N4N2S8,Hanover,Ontario,N4N2S8,Province of Ontario,,149 12th ave hanover ontario n4n2s8,149,12th ave
147,Dundalk & Proton Community School,458554,Pub Dist Sch Brd (E/F),JK-2,1.0,1.0,1.0,0,0.0,Public,251 Young St,251 Young St Dundalk Ontario N0C1B0,Dundalk,Ontario,N0C1B0,Province of Ontario,,251 young st dundalk ontario n0c1b0,251,young st
148,East Ridge Community School,331307,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1550 8th Street,1550 8th Street Owen Sound Ontario N4K0A2,Owen Sound,Ontario,N4K0A2,Province of Ontario,,1550 8th street owen sound ontario n4k0a2,1550,8th street
149,Egremont Community School,167649,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,392141 Grey Road 109 RR 2,392141 Grey Road 109 RR 2 Holstein Ontario N0G2A0,Holstein,Ontario,N0G2A0,Province of Ontario,,392141 grey road 109 rr 2 holstein ontario n0g2a0,392141,grey road 109 rr 2
150,Elgin Market Public School,293776,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,305 Queen St,305 Queen St Kincardine Ontario N2Z2R6,Kincardine,Ontario,N2Z2R6,Province of Ontario,,305 queen st kincardine ontario n2z2r6,305,queen st
151,G C Huston Public School,524239,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,61 Victoria St,61 Victoria St Southampton Ontario N0H2L0,Southampton,Ontario,N0H2L0,Province of Ontario,,61 victoria st southampton ontario n0h2l0,61,victoria st
152,Georgian Bay Community School,180789,Pub Dist Sch Brd (E/F),4-8,0.0,0.0,1.0,1,0.0,Public,125 Eliza st,125 Eliza st Meaford Ontario N4L1A4,Meaford,Ontario,N4L1A4,Province of Ontario,,125 eliza st meaford ontario n4l1a4,125,eliza st
153,Georgian Bay Community School Secondary School,925438,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,125 Eliza St,125 Eliza St Meaford Ontario N4L1A4,Meaford,Ontario,N4L1A4,Province of Ontario,,125 eliza st meaford ontario n4l1a4,125,eliza st
154,Grey Highlands Secondary School,914444,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,100 Toronto Rd. S.,100 Toronto Rd. S. Flesherton Ontario N0C1E0,Flesherton,Ontario,N0C1E0,Province of Ontario,,100 toronto rd s flesherton ontario n0c1e0,100,toronto rd s
155,Hanover Heights Community School,281131,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,524 13th St,524 13th St Hanover Ontario N4N1Y4,Hanover,Ontario,N4N1Y4,Province of Ontario,,524 13th st hanover ontario n4n1y4,524,13th st
156,Hepworth Central Public School,253316,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,402 Bruce Street,402 Bruce Street Hepworth Ontario N0H1P0,Hepworth,Ontario,N0H1P0,Province of Ontario,,402 bruce street hepworth ontario n0h1p0,402,bruce street
157,Highpoint Community Elementary School,152820,Pub Dist Sch Brd (E/F),1-8,0.0,0.0,1.0,1,0.0,Public,351 Main St W,351 Main St W Dundalk Ontario N0C1B0,Dundalk,Ontario,N0C1B0,Province of Ontario,,351 main st w dundalk ontario n0c1b0,351,main st w
158,Hillcrest Central School,257168,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,31 Hillcrest St,31 Hillcrest St Teeswater Ontario N0G2S0,Teeswater,Ontario,N0G2S0,Province of Ontario,,31 hillcrest st teeswater ontario n0g2s0,31,hillcrest st
159,Hillcrest Elementary School,257869,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,501 8th St W,501 8th St W Owen Sound Ontario N4K3M8,Owen Sound,Ontario,N4K3M8,Province of Ontario,,501 8th st w owen sound ontario n4k3m8,501,8th st w
160,Holland-Chatsworth Central School,262935,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,777346 Hwy #10 3,777346 Hwy #10 3 Holland Centre Ontario N0H1R0,Holland Centre,Ontario,N0H1R0,Province of Ontario,,777346 hwy #10 3 holland centre ontario n0h1r0,3,hwy #10
161,Huron Heights Public School,273775,Pub Dist Sch Brd (E/F),1-8,0.0,0.0,1.0,1,0.0,Public,785 Russell St,785 Russell St Kincardine Ontario N2Z1S7,Kincardine,Ontario,N2Z1S7,Province of Ontario,,785 russell st kincardine ontario n2z1s7,785,russell st
162,John Diefenbaker Senior School,007681,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,181 7th Street,181 7th Street Hanover Ontario N4N1G7,Hanover,Ontario,N4N1G7,Province of Ontario,,181 7th street hanover ontario n4n1g7,181,7th street
163,John Diefenbaker Senior School,915556,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,181 7th St,181 7th St Hanover Ontario N4N1G7,Hanover,Ontario,N4N1G7,Province of Ontario,,181 7th st hanover ontario n4n1g7,181,7th st
164,Keppel-Sarawak Elementary School,291030,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,937 24th St W,937 24th St W Owen Sound Ontario N4K5N4,Owen Sound,Ontario,N4K5N4,Province of Ontario,,937 24th st w owen sound ontario n4k5n4,937,24th st w
165,Kincardine District Secondary School,919454,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,885 River Lane,885 River Lane Kincardine Ontario N2Z2B9,Kincardine,Ontario,N2Z2B9,Province of Ontario,,885 river lane kincardine ontario n2z2b9,885,river lane
166,Kincardine District Senior School,151668,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,855 River Lane,855 River Lane Kincardine Ontario N2Z2B9,Kincardine,Ontario,N2Z2B9,Province of Ontario,,855 river lane kincardine ontario n2z2b9,855,river lane
167,Kincardine Township-Tiverton Public School,293750,Pub Dist Sch Brd (E/F),JK-3,1.0,1.0,1.0,0,0.0,Public,1805 Hwy 21 2,1805 Hwy 21 2 Kincardine Ontario N2Z2X4,Kincardine,Ontario,N2Z2X4,Province of Ontario,,1805 hwy 21 2 kincardine ontario n2z2x4,1805,hwy 21 2
168,Lucknow Central Public School,323900,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,463 Bob St,463 Bob St Lucknow Ontario N0G2H0,Lucknow,Ontario,N0G2H0,Province of Ontario,,463 bob st lucknow ontario n0g2h0,463,bob st
169,Macphail Memorial Elementary School,198978,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,49 Campbell St,49 Campbell St Flesherton Ontario N0C1E0,Flesherton,Ontario,N0C1E0,Province of Ontario,,49 campbell st flesherton ontario n0c1e0,49,campbell st
170,Mildmay-Carrick Central School,364290,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1023 Hwy 9,1023 Hwy 9 Mildmay Ontario N0G2J0,Mildmay,Ontario,N0G2J0,Province of Ontario,,1023 hwy 9 mildmay ontario n0g2j0,1023,hwy 9
171,Normanby Community School,401129,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,574 Louisa Street,574 Louisa Street Ayton Ontario N0G1C0,Ayton,Ontario,N0G1C0,Province of Ontario,,574 louisa street ayton ontario n0g1c0,574,louisa street
172,Northport Elementary School,403741,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1000 Waterloo St,1000 Waterloo St Port Elgin Ontario N0H2C2,Port Elgin,Ontario,N0H2C2,Province of Ontario,,1000 waterloo st port elgin ontario n0h2c2,1000,waterloo st
173,Osprey Central School,093939,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,408053 Grey Road 4 #1,408053 Grey Road 4 #1 Maxwell Ontario N0C1J0,Maxwell,Ontario,N0C1J0,Province of Ontario,,408053 grey road 4 #1 maxwell ontario n0c1j0,#1,grey road 4
174,Owen Sound District Secondary School Secondary School,951692,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,750 9th St W,750 9th St W Owen Sound Ontario N4K3P6,Owen Sound,Ontario,N4K3P6,Province of Ontario,,750 9th st w owen sound ontario n4k3p6,750,9th st w
