idx,facility_name,source_id,authority_type,grade_range,facility_type,address_str,street_addr,city,province,postal_code,provider,address_str_clean,street_no,street_name
2067,T'lisalagi'lakw School,8597094,Independent School,K-7,Standard School,PO Box 50 Alert Bay BC V0N 1A0,PO Box 50,Alert Bay,BC,V0N 1A0,Province of British Columbia,alert bay bc v0n 1a0,,
2068,Tahayghen Elementary,5050008,Public School,K-7,Standard School,PO Box 290 Masset BC V0T 1M0,PO Box 290,Masset,BC,V0T 1M0,Province of British Columbia,masset bc v0t 1m0,,
2069,Tahayghen StrongStart Centre,5025053,StrongStart BC,Pre-K,Early Learning Program,PO Box 290 Masset BC V0T 1M0,PO Box 290,Masset,BC,V0T 1M0,Province of British Columbia,masset bc v0t 1m0,,
2070,Tahltan School,8787003,Public School,K-8,Standard School,PO Box 12 Telegraph Creek BC V0J 2W0,PO Box 12,Telegraph Creek,BC,V0J 2W0,Province of British Columbia,telegraph creek bc v0j 2w0,,
2071,Take a Hike Secondary Program,4199300,Public School,12-Oct,Alternate Programs,5310 Woodsworth St Burnaby BC V5G 1S4,5310 Woodsworth St,Burnaby,BC,V5G 1S4,Province of British Columbia,5310 woodsworth st burnaby bc v5g 1s4,5310,woodsworth st
2072,Tamanawis Secondary,3636150,Public School,12-Aug,Standard School,12600 66 Ave Surrey BC V3W 2A8,12600 66 Ave,Surrey,BC,V3W 2A8,Province of British Columbia,12600 66 ave surrey bc v3w 2a8,12600,66 ave
2073,Tansor Elementary,7965016,Public School,K-7,Standard School,3594 Auchinachie Rd Duncan BC V9L 4A4,3594 Auchinachie Rd,Duncan,BC,V9L 4A4,Province of British Columbia,3594 auchinachie rd duncan bc v9l 4a4,3594,auchinachie rd
2074,Tatla Lake Elem-Jr Secondary,2727066,Public School,K-8,Standard School,PO Box 56 Tatla Lake BC V0L 1V0,PO Box 56,Tatla Lake,BC,V0L 1V0,Province of British Columbia,tatla lake bc v0l 1v0,,
2075,Taylor Elementary,6060021,Public School,K-6,Standard School,PO Box 210 Taylor BC V0C 2K0,PO Box 210,Taylor,BC,V0C 2K0,Province of British Columbia,taylor bc v0c 2k0,,
2076,Taylor Park Elementary,4141065,Public School,K-7,Standard School,7590 Mission Ave Burnaby BC V3N 5C7,7590 Mission Ave,Burnaby,BC,V3N 5C7,Province of British Columbia,7590 mission ave burnaby bc v3n 5c7,7590,mission ave
2077,Tecumseh Annex,3939102,Public School,K-3,Standard School,1551 37th Ave E Vancouver BC V5P 1E4,1551 37th Ave E,Vancouver,BC,V5P 1E4,Province of British Columbia,1551 37th ave e vancouver bc v5p 1e4,1551,37th ave
2078,Tecumseh Elementary,3939050,Public School,K-7,Standard School,1850 41st Ave E Vancouver BC V5P 1K9,1850 41st Ave E,Vancouver,BC,V5P 1K9,Province of British Columbia,1850 41st ave e vancouver bc v5p 1k9,1850,41st ave
2079,Telkwa Elementary,5454005,Public School,K-7,Standard School,PO Box 68 Telkwa BC V0J 2X0,PO Box 68,Telkwa,BC,V0J 2X0,Province of British Columbia,telkwa bc v0j 2x0,,
2080,Templeton Secondary,3939010,Public School,12-Aug,Standard School,727 Templeton Dr Vancouver BC V5L 4N8,727 Templeton Dr,Vancouver,BC,V5L 4N8,Province of British Columbia,727 templeton dr vancouver bc v5l 4n8,727,templeton dr
2081,Ten Broeck Elementary,3434036,Public School,K-5,Standard School,2580 Stanley St Abbotsford BC V2T 2R4,2580 Stanley St,Abbotsford,BC,V2T 2R4,Province of British Columbia,2580 stanley st abbotsford bc v2t 2r4,2580,stanley st
2082,Ten Broeck StrongStart Centre,3425225,StrongStart BC,Pre-K,Early Learning Program,2580 Stanley St Abbotsford BC V2T 2R4,2580 Stanley St,Abbotsford,BC,V2T 2R4,Province of British Columbia,2580 stanley st abbotsford bc v2t 2r4,2580,stanley st
2083,Terry Fox Elementary,3434046,Public School,K-5,Standard School,3071 Babich St Abbotsford BC V2S 5W5,3071 Babich St,Abbotsford,BC,V2S 5W5,Province of British Columbia,3071 babich st abbotsford bc v2s 5w5,3071,babich st
2084,Terry Fox Secondary,4343136,Public School,12-Sep,Standard School,1260 Riverwood Gate Port Coquitlam BC V3B 7Z5,1260 Riverwood Gate,Port Coquitlam,BC,V3B 7Z5,Province of British Columbia,1260 riverwood gate port coquitlam bc v3b 7z5,1260,riverwood gate
2085,Terry Fox StrongStart Centre,3425099,StrongStart BC,Pre-K,Early Learning Program,3071 Babich St Abbotsford BC V2S 5W5,3071 Babich St,Abbotsford,BC,V2S 5W5,Province of British Columbia,3071 babich st abbotsford bc v2s 5w5,3071,babich st
2086,Texada Elementary,4747014,Public School,K-7,Standard School,PO Box 40 Van Anda BC V0N 3K0,PO Box 40,Van Anda,BC,V0N 3K0,Province of British Columbia,van anda bc v0n 3k0,,
2087,The Balsam School,2396966,Independent School,No Enrolment Reported,Standard School,205-251 Lawrence Ave Kelowna BC V1Y 6L2,205-251 Lawrence Ave,Kelowna,BC,V1Y 6L2,Province of British Columbia,205 251 lawrence ave kelowna bc v1y 6l2,205,251 lawrence ave
2088,The Fernie Academy,596715,Independent School,K-12,Standard School,PO Box 2677 451 2nd Ave Fernie BC V0B 1M0,PO Box 2677 451 2nd Ave,Fernie,BC,V0B 1M0,Province of British Columbia,451 2nd ave fernie bc v0b 1m0,451,2nd ave
2089,The Global School,3596779,Independent School,K-6,Standard School,19785 55A Ave Langley BC V3A 3X1,19785 55A Ave,Langley,BC,V3A 3X1,Province of British Columbia,19785 55a ave langley bc v3a 3x1,19785,55a ave
2090,The High School at VIU,6896807,Independent School,12-Oct,Standard School,900 Fifth St Nanaimo BC V9R 5S5,900 Fifth St,Nanaimo,BC,V9R 5S5,Province of British Columbia,900 fifth st nanaimo bc v9r 5s5,900,fifth st
2091,The International High School @ VIU,6896650,Independent School,"10-12, SU",Standard School,900 Fifth St Nanaimo BC V9R 5S5,900 Fifth St,Nanaimo,BC,V9R 5S5,Province of British Columbia,900 fifth st nanaimo bc v9r 5s5,900,fifth st
2092,The Key Learning Centre DL,6098006,Public School,"K-12, SU, GA",Distributed Learning Programs,10511 99 Ave Fort St John BC V1J 1V6,10511 99 Ave,Fort St John,BC,V1J 1V6,Province of British Columbia,10511 99 ave fort st john bc v1j 1v6,10511,99 ave
2093,The Link,6199146,Public School,"10-12, GA",Distributed Learning Programs,498 Cecelia Rd Victoria BC V8T 4T5,498 Cecelia Rd,Victoria,BC,V8T 4T5,Province of British Columbia,498 cecelia rd victoria bc v8t 4t5,498,cecelia rd
2094,The Westside School,3996724,Independent School,K-12,Standard School,788 Beatty St Vancouver BC V6B 2M1,788 Beatty St,Vancouver,BC,V6B 2M1,Province of British Columbia,788 beatty st vancouver bc v6b 2m1,788,beatty st
2095,Thetis Island Elementary,7965032,Public School,K-6,Standard School,3172 Garner St Chemainus BC V0R 1K2,3172 Garner St,Chemainus,BC,V0R 1K2,Province of British Columbia,3172 garner st chemainus bc v0r 1k2,3172,garner st
2096,Thomas Haney Centre,4242038,Public School,"8-12, SU",Standard School,23000 116 Ave Maple Ridge BC V2X 0T8,23000 116 Ave,Maple Ridge,BC,V2X 0T8,Province of British Columbia,23000 116 ave maple ridge bc v2x 0t8,23000,116 ave
2097,Thomas Kidd Elementary,3838019,Public School,K-7,Standard School,10851 Shell Rd Richmond BC V7A 3W6,10851 Shell Rd,Richmond,BC,V7A 3W6,Province of British Columbia,10851 shell rd richmond bc v7a 3w6,10851,shell rd
2098,Thornhill Elementary,8288014,Public School,06-Apr,Standard School,2906 Clark St Terrace BC V8G 3S1,2906 Clark St,Terrace,BC,V8G 3S1,Province of British Columbia,2906 clark st terrace bc v8g 3s1,2906,clark st
2099,Thornhill Primary,8288022,Public School,K-3,Standard School,3860 Paquette Ave Terrace BC V8G 3S8,3860 Paquette Ave,Terrace,BC,V8G 3S8,Province of British Columbia,3860 paquette ave terrace bc v8g 3s8,3860,paquette ave
2100,Thornhill StrongStart Centre,8225307,StrongStart BC,Pre-K,Early Learning Program,3860 Paquette Ave Terrace BC V8G 3S8,3860 Paquette Ave,Terrace,BC,V8G 3S8,Province of British Columbia,3860 paquette ave terrace bc v8g 3s8,3860,paquette ave
2101,Thunderbird Elementary,3939082,Public School,K-7,Standard School,2325 Cassiar St Vancouver BC V5M 3X3,2325 Cassiar St,Vancouver,BC,V5M 3X3,Province of British Columbia,2325 cassiar st vancouver bc v5m 3x3,2325,cassiar st
2102,Thunderbird StrongStart Centre,3925249,StrongStart BC,Pre-K,Early Learning Program,2325 Cassiar St Vancouver BC V5M 3X3,2325 Cassiar St,Vancouver,BC,V5M 3X3,Province of British Columbia,2325 cassiar st vancouver bc v5m 3x3,2325,cassiar st
2103,Tillicum Annex StrongStart Centre,3925247,StrongStart BC,Pre-K,Early Learning Program,2450 Cambridge St Vancouver BC V5K 1L2,2450 Cambridge St,Vancouver,BC,V5K 1L2,Province of British Columbia,2450 cambridge st vancouver bc v5k 1l2,2450,cambridge st
2104,Tillicum Community Annex,3939112,Public School,K-4,Standard School,2450 Cambridge St Vancouver BC V5K 1L2,2450 Cambridge St,Vancouver,BC,V5K 1L2,Province of British Columbia,2450 cambridge st vancouver bc v5k 1l2,2450,cambridge st
2105,Tillicum Community School,6161020,Public School,K-5,Standard School,3155 Albina St Victoria BC V9A 1Z6,3155 Albina St,Victoria,BC,V9A 1Z6,Province of British Columbia,3155 albina st victoria bc v9a 1z6,3155,albina st
2106,Timberline Secondary School,7272012,Public School,12-Sep,Standard School,1681 South Dogwood St Campbell River BC V9W 8C1,1681 South Dogwood St,Campbell River,BC,V9W 8C1,Province of British Columbia,1681 south dogwood st campbell river bc v9w 8c1,1681,south dogwood st
2107,Timothy Christian School,3396209,Independent School,K-12,Standard School,50420 Castleman Rd Chilliwack BC V2P 6H4,50420 Castleman Rd,Chilliwack,BC,V2P 6H4,Province of British Columbia,50420 castleman rd chilliwack bc v2p 6h4,50420,castleman rd
2108,Toad River Elem-Secondary,8181015,Public School,"K-12, SU",Standard School,PO Box 87 Fort Nelson BC V0C 1R0,PO Box 87,Fort Nelson,BC,V0C 1R0,Province of British Columbia,fort nelson bc v0c 1r0,,
2109,Tomekichi Homma Elementary,3838053,Public School,K-7,Standard School,5100 Brunswick Dr Richmond BC V7E 6K9,5100 Brunswick Dr,Richmond,BC,V7E 6K9,Province of British Columbia,5100 brunswick dr richmond bc v7e 6k9,5100,brunswick dr
2110,Tomsett Elementary,3838023,Public School,K-7,Standard School,9671 Odlin Rd Richmond BC V6X 1E1,9671 Odlin Rd,Richmond,BC,V6X 1E1,Province of British Columbia,9671 odlin rd richmond bc v6x 1e1,9671,odlin rd
2111,Topham Elementary,3535054,Public School,K-7,Standard School,21555 91 Ave Langley BC V1M 3Z3,21555 91 Ave,Langley,BC,V1M 3Z3,Province of British Columbia,21555 91 ave langley bc v1m 3z3,21555,91 ave
2112,Torquay Elementary,6161065,Public School,K-5,Standard School,4413 Torquay Dr Victoria BC V8N 3L3,4413 Torquay Dr,Victoria,BC,V8N 3L3,Province of British Columbia,4413 torquay dr victoria bc v8n 3l3,4413,torquay dr
2113,Traditional Learning Academy,4396588,Independent School,K-12,Standard School,1189 Rochester Ave Coquitlam BC V3K 2X3,1189 Rochester Ave,Coquitlam,BC,V3K 2X3,Province of British Columbia,1189 rochester ave coquitlam bc v3k 2x3,1189,rochester ave
2114,Traditional Learning Academy Online,3696720,Independent School,K-12,Distributed Learning Programs,5741 176 St Surrey BC V3S 4C9,5741 176 St,Surrey,BC,V3S 4C9,Province of British Columbia,5741 176 st surrey bc v3s 4c9,5741,176 st
2115,Trafalgar Elementary,3939084,Public School,K-7,Standard School,4170 Trafalgar St Vancouver BC V6L 2M5,4170 Trafalgar St,Vancouver,BC,V6L 2M5,Province of British Columbia,4170 trafalgar st vancouver bc v6l 2m5,4170,trafalgar st
2116,Trafalgar Middle School,807005,Public School,09-Apr,Standard School,1201 Josephine St Nelson BC V1L 1X8,1201 Josephine St,Nelson,BC,V1L 1X8,Province of British Columbia,1201 josephine st nelson bc v1l 1x8,1201,josephine st
2117,Tremblay Elementary,5959009,Public School,K-7,Standard School,11311 13A St Dawson Creek BC V1G 3X8,11311 13A St,Dawson Creek,BC,V1G 3X8,Province of British Columbia,11311 13a st dawson creek bc v1g 3x8,11311,13a st
2118,Tremblay StrongStart Centre,5925060,StrongStart BC,Pre-K,Early Learning Program,11311 13A St Dawson Creek BC V1G 3X8,11311 13A St,Dawson Creek,BC,V1G 3X8,Province of British Columbia,11311 13a st dawson creek bc v1g 3x8,11311,13a st
2119,Trout Creek Elementary,6777003,Public School,K-5,Standard School,Box 3000 Summerland BC V0H 1Z0,Box 3000,Summerland,BC,V0H 1Z0,Province of British Columbia,summerland bc v0h 1z0,,
2120,Tsawalk Learning Centre,8499311,Public School,12-Jul,Alternate Programs,PO Box 700 Gold River BC V0P 1G0,PO Box 700,Gold River,BC,V0P 1G0,Province of British Columbia,gold river bc v0p 1g0,,
2121,Tuc-el-Nuit Elementary,5314007,Public School,K-7,Standard School,Box 1440 Oliver BC V0H 1T0,Box 1440,Oliver,BC,V0H 1T0,Province of British Columbia,oliver bc v0h 1t0,,
2122,Tumbler Ridge Elementary,5959029,Public School,K-6,Standard School,PO Box 700 Tumbler Ridge BC V0C 2W0,PO Box 700,Tumbler Ridge,BC,V0C 2W0,Province of British Columbia,tumbler ridge bc v0c 2w0,,
2123,Tumbler Ridge Secondary,5959027,Public School,12-Jul,Standard School,180 Southgate Tumbler Ridge BC V0C 2W0,180 Southgate,Tumbler Ridge,BC,V0C 2W0,Province of British Columbia,180 southgate tumbler ridge bc v0c 2w0,180,southgate
2124,Tumbler Ridge StrongStart Centre,5925439,StrongStart BC,Pre-K,Early Learning Program,180 Southgate Tumbler Ridge BC V0C 2W0,180 Southgate,Tumbler Ridge,BC,V0C 2W0,Province of British Columbia,180 southgate tumbler ridge bc v0c 2w0,180,southgate
2125,Twain Sullivan Elementary,5454012,Public School,K-7,Standard School,PO Box 1300 Houston BC V0J 1Z0,PO Box 1300,Houston,BC,V0J 1Z0,Province of British Columbia,houston bc v0j 1z0,,
2126,Twelfth Avenue Elementary,4141052,Public School,K-7,Standard School,7622 12th Ave Burnaby BC V3N 2K1,7622 12th Ave,Burnaby,BC,V3N 2K1,Province of British Columbia,7622 12th ave burnaby bc v3n 2k1,7622,12th ave
2127,Twelfth Avenue StrongStart Centre,4125130,StrongStart BC,Pre-K,Early Learning Program,7622 12th Ave Burnaby BC V3N 2K1,7622 12th Ave,Burnaby,BC,V3N 2K1,Province of British Columbia,7622 12th ave burnaby bc v3n 2k1,7622,12th ave
2128,Twin Rivers Education Centre,7399042,Public School,"8-12, SU",Alternate Programs,655 Holt St Kamloops BC V2B 5G2,655 Holt St,Kamloops,BC,V2B 5G2,Province of British Columbia,655 holt st kamloops bc v2b 5g2,655,holt st
2129,Twin Rivers Elementary,2009011,Public School,K-7,Standard School,649 7 Ave Castlegar BC V1N 1R6,649 7 Ave,Castlegar,BC,V1N 1R6,Province of British Columbia,649 7 ave castlegar bc v1n 1r6,649,7 ave
2130,Two Rivers Education Centre,7899053,Public School,12-Aug,Alternate Programs,PO Box 108 Hope BC V0X 1L0,PO Box 108,Hope,BC,V0X 1L0,Province of British Columbia,hope bc v0x 1l0,,
2131,Two Wolves Centre,5794016,Public School,11,Youth Custody/Residential Attend. Centre,Service Bag 10000 Prince George BC V2N 4P2,Service Bag 10000,Prince George,BC,V2N 4P2,Province of British Columbia,service bag 10000 prince george bc v2n 4p2,,
2132,Tyee Elementary,3939119,Public School,K-7,Standard School,3525 Dumphries St Vancouver BC V5N 3S5,3525 Dumphries St,Vancouver,BC,V5N 3S5,Province of British Columbia,3525 dumphries st vancouver bc v5n 3s5,3525,dumphries st
2133,Tyson Elementary,3333035,Public School,K-5,Standard School,45170 S Sumas Rd Chilliwack BC V2R 1W9,45170 S Sumas Rd,Chilliwack,BC,V2R 1W9,Province of British Columbia,45170 s sumas rd chilliwack bc v2r 1w9,45170,s sumas rd
2134,U-Connect,3535010,Public School,K-12,Distributed Learning Programs,20190 48 Ave Langley BC V3A 3L4,20190 48 Ave,Langley,BC,V3A 3L4,Province of British Columbia,20190 48 ave langley bc v3a 3l4,20190,48 ave
2135,Ucluelet Community StrongStart Centre,7025013,StrongStart BC,Pre-K,Early Learning Program,PO Box 669 Ucluelet BC V0R 3A0,PO Box 669,Ucluelet,BC,V0R 3A0,Province of British Columbia,ucluelet bc v0r 3a0,,
2136,Ucluelet Elementary,7070026,Public School,K-7,Standard School,PO Box 669 Ucluelet BC V0R 3A0,PO Box 669,Ucluelet,BC,V0R 3A0,Province of British Columbia,ucluelet bc v0r 3a0,,
2137,Ucluelet Secondary,7070005,Public School,12-Aug,Standard School,PO Box 40 Ucluelet BC V0R 3A0,PO Box 40,Ucluelet,BC,V0R 3A0,Province of British Columbia,ucluelet bc v0r 3a0,,
2138,Unisus Junior School,6796942,Independent School,K-7,Standard School,7808 Pierre Dr Summerland BC V0H 1Z2,7808 Pierre Dr,Summerland,BC,V0H 1Z2,Province of British Columbia,7808 pierre dr summerland bc v0h 1z2,7808,pierre dr
2139,Unisus Senior School,6796951,Independent School,10-Aug,Standard School,7808 Pierre Dr Summerland BC V0H 1Z2,7808 Pierre Dr,Summerland,BC,V0H 1Z2,Province of British Columbia,7808 pierre dr summerland bc v0h 1z2,7808,pierre dr
2140,Unity Christian School,3396181,Independent School,K-12,Standard School,PO Box 371 STN Main Chilliwack BC V2P 6J4,PO Box 371 STN Main,Chilliwack,BC,V2P 6J4,Province of British Columbia,stn main chilliwack bc v2p 6j4,,
2141,University Highlands Elementary,4141069,Public School,K-7,Standard School,9388 Tower Rd Burnaby BC V5A 4X6,9388 Tower Rd,Burnaby,BC,V5A 4X6,Province of British Columbia,9388 tower rd burnaby bc v5a 4x6,9388,tower rd
2142,University Hill Elementary,3939123,Public School,K-6,Standard School,5395 Chancellor Blvd Vancouver BC V6T 1E2,5395 Chancellor Blvd,Vancouver,BC,V6T 1E2,Province of British Columbia,5395 chancellor blvd vancouver bc v6t 1e2,5395,chancellor blvd
2143,University Hill Secondary,3939024,Public School,12-Aug,Standard School,3228 Ross Dr Vancouver BC V6S 0C6,3228 Ross Dr,Vancouver,BC,V6S 0C6,Province of British Columbia,3228 ross dr vancouver bc v6s 0c6,3228,ross dr
2144,University Transition Program,3995051,Public School,12-Nov,Long Term PRP,3228 Ross Dr Vancouver BC V6S 0C6,3228 Ross Dr,Vancouver,BC,V6S 0C6,Province of British Columbia,3228 ross dr vancouver bc v6s 0c6,3228,ross dr
2145,Unsworth Elementary,3333029,Public School,K-5,Standard School,5685 Unsworth Rd Chilliwack BC V2R 4P5,5685 Unsworth Rd,Chilliwack,BC,V2R 4P5,Province of British Columbia,5685 unsworth rd chilliwack bc v2r 4p5,5685,unsworth rd
2146,Unsworth StrongStart Centre,3325222,StrongStart BC,Pre-K,Early Learning Program,5685 Unsworth Rd Chilliwack BC V2R 4P5,5685 Unsworth Rd,Chilliwack,BC,V2R 4P5,Province of British Columbia,5685 unsworth rd chilliwack bc v2r 4p5,5685,unsworth rd
2147,Uplands Elementary,3535039,Public School,K-6,Standard School,4471 207A St Langley BC V3A 5V8,4471 207A St,Langley,BC,V3A 5V8,Province of British Columbia,4471 207a st langley bc v3a 5v8,4471,207a st
2148,Uplands Elementary,6715011,Public School,K-5,Standard School,145 Middle Bench Rd S Penticton BC V2A 8S7,145 Middle Bench Rd S,Penticton,BC,V2A 8S7,Province of British Columbia,145 middle bench rd s penticton bc v2a 8s7,145,middle bench rd s
2149,Uplands Elementary,8288012,Public School,K-6,Standard School,4110 Thomas St Terrace BC V8G 4L7,4110 Thomas St,Terrace,BC,V8G 4L7,Province of British Columbia,4110 thomas st terrace bc v8g 4l7,4110,thomas st
2150,Uplands Park Elementary,6868086,Public School,K-7,Standard School,3821 Stronach Dr Nanaimo BC V9T 3X4,3821 Stronach Dr,Nanaimo,BC,V9T 3X4,Province of British Columbia,3821 stronach dr nanaimo bc v9t 3x4,3821,stronach dr
2151,Upper Halfway,6060061,Public School,K-9,Standard School,10112 105 Ave Fort St. John BC V1J 4S4,10112 105 Ave,Fort St. John,BC,V1J 4S4,Province of British Columbia,10112 105 ave fort st john bc v1j 4s4,10112,105 ave
2152,Upper Lynn Elementary,4444021,Public School,K-7,Standard School,1540 Coleman St North Vancouver BC V7K 1W8,1540 Coleman St,North Vancouver,BC,V7K 1W8,Province of British Columbia,1540 coleman st north vancouver bc v7k 1w8,1540,coleman st
2153,Upper Pine Elem-Jr Secondary,6060051,Public School,K-8,Standard School,10716 97 Ave Fort St John BC V1J 6L7,10716 97 Ave,Fort St John,BC,V1J 6L7,Province of British Columbia,10716 97 ave fort st john bc v1j 6l7,10716,97 ave
2154,Upper Sumas Elementary,3434007,Public School,K-5,Standard School,36321 Vye Rd Abbotsford BC V3G 1Z5,36321 Vye Rd,Abbotsford,BC,V3G 1Z5,Province of British Columbia,36321 vye rd abbotsford bc v3g 1z5,36321,vye rd
2155,Urban Academy Junior,4096708,Independent School,K-7,Standard School,466 Rousseau St New Westminster BC V3L 3R3,466 Rousseau St,New Westminster,BC,V3L 3R3,Province of British Columbia,466 rousseau st new westminster bc v3l 3r3,466,rousseau st
2156,Urban Academy Senior,4096946,Independent School,12-Aug,Standard School,466 Rousseau St New Westminster BC V3L 3R3,466 Rousseau St,New Westminster,BC,V3L 3R3,Province of British Columbia,466 rousseau st new westminster bc v3l 3r3,466,rousseau st
2157,Valemount Elementary,5757096,Public School,K-7,Standard School,PO Box 129 Valemount BC V0E 2Z0,PO Box 129,Valemount,BC,V0E 2Z0,Province of British Columbia,valemount bc v0e 2z0,,
2158,Valemount Secondary,5757074,Public School,12-Aug,Standard School,PO Box 370 Valemount BC V0E 2Z0,PO Box 370,Valemount,BC,V0E 2Z0,Province of British Columbia,valemount bc v0e 2z0,,
2159,Valhalla High,9199207,Public School,12-Jul,Alternate Programs,PO Box 950 Vanderhoof BC V0J 3A0,PO Box 950,Vanderhoof,BC,V0J 3A0,Province of British Columbia,vanderhoof bc v0j 3a0,,
2160,Valley Christian School,7596460,Independent School,K-8,Standard School,8955 Cedar St Mission BC V4S 1A3,8955 Cedar St,Mission,BC,V4S 1A3,Province of British Columbia,8955 cedar st mission bc v4s 1a3,8955,cedar st
2161,Valley Christian School DL,7596839,Independent School,K-8,Distributed Learning Programs,8955 Cedar St Mission BC V4S 1A3,8955 Cedar St,Mission,BC,V4S 1A3,Province of British Columbia,8955 cedar st mission bc v4s 1a3,8955,cedar st
2162,Valley View Elementary,7171080,Public School,K-7,Standard School,2300 Valley View Dr Courtenay BC V9N 9A3,2300 Valley View Dr,Courtenay,BC,V9N 9A3,Province of British Columbia,2300 valley view dr courtenay bc v9n 9a3,2300,valley view dr
2163,Valleycliffe Elementary,4848019,Public School,K-6,Standard School,PO Box 2240 STN Main Squamish BC V8B 0B5,PO Box 2240 STN Main,Squamish,BC,V8B 0B5,Province of British Columbia,stn main squamish bc v8b 0b5,,
2164,Valleycliffe StrongStart Centre,4825275,StrongStart BC,Pre-K,Early Learning Program,PO Box 2240 STN Main Squamish BC V8B 0B5,PO Box 2240 STN Main,Squamish,BC,V8B 0B5,Province of British Columbia,stn main squamish bc v8b 0b5,,
2165,Valleyview Secondary,7324045,Public School,"8-12, SU",Standard School,1950 Valleyview Dr Kamloops BC V2C 4C2,1950 Valleyview Dr,Kamloops,BC,V2C 4C2,Province of British Columbia,1950 valleyview dr kamloops bc v2c 4c2,1950,valleyview dr
2166,Van Bien Elementary,5757063,Public School,K-7,Standard School,311 Wilson Cres Prince George BC V2L 4P8,311 Wilson Cres,Prince George,BC,V2L 4P8,Province of British Columbia,311 wilson cres prince george bc v2l 4p8,311,wilson cres
2167,Vancouver Alternate,3999224,Public School,12-Aug,Alternate Programs,1580 Broadway W Vancouver BC V6J 5K8,1580 Broadway W,Vancouver,BC,V6J 5K8,Province of British Columbia,1580 broadway w vancouver bc v6j 5k8,1580,broadway
2168,Vancouver Christian,3996071,Independent School,K-12,Standard School,3496 Mons Drive Vancouver BC V5M 3E6,3496 Mons Drive,Vancouver,BC,V5M 3E6,Province of British Columbia,3496 mons drive vancouver bc v5m 3e6,3496,mons drive
2169,Vancouver College,3996007,Independent School,K-12,Standard School,5400 Cartier St Vancouver BC V6M 3A5,5400 Cartier St,Vancouver,BC,V6M 3A5,Province of British Columbia,5400 cartier st vancouver bc v6m 3a5,5400,cartier st
2170,Vancouver Formosa Academy,3996509,Independent School,12-Sep,Standard School,5621 Killarney St Vancouver BC V5R 3W4,5621 Killarney St,Vancouver,BC,V5R 3W4,Province of British Columbia,5621 killarney st vancouver bc v5r 3w4,5621,killarney st
2171,Vancouver Hebrew Academy,3996322,Independent School,K-8,Standard School,1545 62nd Ave W Vancouver BC V6P 2E8,1545 62nd Ave W,Vancouver,BC,V6P 2E8,Province of British Columbia,1545 62nd ave w vancouver bc v6p 2e8,1545,62nd ave
2172,Vancouver Learning Network,3998004,Public School,"8-12, GA",Distributed Learning Programs,530 41st Ave E Vancouver BC V5W 1P3,530 41st Ave E,Vancouver,BC,V5W 1P3,Province of British Columbia,530 41st ave e vancouver bc v5w 1p3,530,41st ave
2173,Vancouver Montessori School,3996225,Independent School,"K, EU",Standard School,8650 Barnard St Vancouver BC V6P 5G5,8650 Barnard St,Vancouver,BC,V6P 5G5,Province of British Columbia,8650 barnard st vancouver bc v6p 5g5,8650,barnard st
2174,Vancouver Talmud Torah Elementary,3996083,Independent School,K-7,Standard School,998 West 26th Ave Vancouver BC V5Z 2G1,998 West 26th Ave,Vancouver,BC,V5Z 2G1,Province of British Columbia,998 west 26th ave vancouver bc v5z 2g1,998,west 26th ave
2175,Vancouver Technical Secondary,3939011,Public School,12-Aug,Standard School,2600 Broadway E Vancouver BC V5M 1Y5,2600 Broadway E,Vancouver,BC,V5M 1Y5,Province of British Columbia,2600 broadway e vancouver bc v5m 1y5,2600,broadway e
2176,Vancouver Waldorf School,4496214,Independent School,K-12,Standard School,2725 St. Christopher's Rd North Vancouver BC V7K 2B6,2725 St. Christopher's Rd,North Vancouver,BC,V7K 2B6,Province of British Columbia,2725 st christopher's rd north vancouver bc v7k 2b6,2725,st christopher's rd
2177,Vanderhoof Mennonite School,9196531,Independent School,10-Jan,Standard School,5275 Griffith Rd Vanderhoof BC V0J 3A1,5275 Griffith Rd,Vanderhoof,BC,V0J 3A1,Province of British Columbia,5275 griffith rd vanderhoof bc v0j 3a1,5275,griffith rd
2178,Vanguard,3599092,Public School,12-Aug,Alternate Programs,3825 244 St Langley BC V2Z 2L1,3825 244 St,Langley,BC,V2Z 2L1,Province of British Columbia,3825 244 st langley bc v2z 2l1,3825,244 st
2179,Vanway Elementary,5757048,Public School,K-7,Standard School,4509 Highway 16 W Prince George BC V2N 5M8,4509 Highway 16 W,Prince George,BC,V2N 5M8,Province of British Columbia,4509 highway 16 w prince george bc v2n 5m8,4509,highway 16 w
2180,VAST,7099041,Public School,12-Aug,Alternate Programs,2941 8th Ave Port Alberni BC V9Y 2K5,2941 8th Ave,Port Alberni,BC,V9Y 2K5,Province of British Columbia,2941 8th ave port alberni bc v9y 2k5,2941,8th ave
2181,Vast Centre,6899022,Public School,12-Aug,Alternate Programs,550 7th St Nanaimo BC V9R 3Z2,550 7th St,Nanaimo,BC,V9R 3Z2,Province of British Columbia,550 7th st nanaimo bc v9r 3z2,550,7th st
2182,Vavenby Elementary,7326011,Public School,K-5,Standard School,PO Box 100 Vavenby BC V0E 3A0,PO Box 100,Vavenby,BC,V0E 3A0,Province of British Columbia,vavenby bc v0e 3a0,,
