OBJECTID;DT_MAJ_GDUNO;CD_IMM;CD_CS;NUM_IMM_CS;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;PRESC;PRIM;SEC;FORM_PRO;ADULTE;STAT_PROP_IMM;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;TYPE_CS;STYLE_CART
2748;20201019;824039;824000;039;Clé-d'Or, de la;3869, chemin de Tilly;;33095;Saint-Antoine-de-Tilly;M;G0S2C0;1;1;0;0;0;Propriété de la CS;-71.57297;46.663677;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2749;20201019;752853;752000;853;CHUS (Site Fleurimont);3001, 12e Avenue Nord (#4504);;43027;Sherbrooke;V;J1H5N4;1;1;1;0;1;Entente MEES/MSSS;-71.868597;45.449733;Préscolaire - Primaire - Secondaire - Éducation aux adultes;Franco;2_Imm_Franco_prim_sec
2750;20201019;867045;867000;045;Magdeleine, de la;1100, boulevard Taschereau;;67015;La Prairie;V;J5R1W8;0;0;1;1;1;Propriété de la CS;-73.502083;45.404112;Secondaire - Formation professionnelle - Éducation aux adultes;Franco;3_Imm_Franco_secondaire
2751;20201019;867048;867000;048;Saint-Bernard;135, rang Saint-Claude;;68005;Saint-Bernard-de-Lacolle;M;J0J1V0;1;1;0;0;1;Propriété de la CS;-73.411805;45.080428;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
2752;20201019;774015;774000;015;Centre Saint-Eugène;67, chemin Rivière-Gatineau;;83070;Déléage;M;J9E3A5;0;0;0;0;1;Propriété de la CS;-75.964019;46.386014;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
2753;20201019;772171;772000;171;Grande-Rivière, secondaire;100, rue Broad;;81017;Gatineau;V;J9H6A9;0;0;1;0;0;Propriété de la CS;-75.843581;45.40446;Secondaire;Franco;3_Imm_Franco_secondaire
2915;20201019;842125;842000;125;Carrefour-des-Lacs, du;145, côte St-Ambroise;;63048;Saint-Lin--Laurentides;V;J5M1H2;1;1;0;0;0;Propriété de la CS;-73.764482;45.890333;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2916;20201019;851077;851000;077;Seigneurie, de la;930, rue de la Mairie;;73015;Blainville;V;J7C3B4;1;1;0;0;0;Propriété de la CS;-73.870988;45.679403;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2917;20201019;783126;783000;126;Laboratoire - Pépinière;751, 4e Rue Est;;88055;Amos;V;J9T3Y7;0;0;0;1;0;Propriété de la CS;-78.106765;48.577556;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
2918;20201019;772850;772000;850;C.J.O.-Héritage;155, chemin Freeman;;81017;Gatineau;V;J8Z2A7;1;1;1;0;0;Entente MEES/MSSS;-75.743816;45.472179;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
2919;20201019;782802;782000;802;Centre communautaire de Mont-Brun;9985, rang du Berger;;86042;Rouyn-Noranda;V;J0Z2Y0;1;1;0;0;0;Location;-78.718372;48.371258;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2920;20201019;841041;841000;041;Félix-Leclerc;250, rue Louis-Philippe Picard;;60013;Repentigny;V;J5Y3W9;0;0;1;0;0;Propriété de la CS;-73.411763;45.791034;Secondaire;Franco;3_Imm_Franco_secondaire
2921;20201019;841047;841000;047;Jean-Duceppe;610, rue Jean-Duceppe;;60013;Repentigny;V;J5Z4V3;1;1;0;0;0;Propriété de la CS;-73.457428;45.771067;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2922;20201019;867060;867000;060;Émilie-Gamelin;275, boulevard des Mésanges;;67015;La Prairie;V;J5R5Z1;1;1;0;0;1;Propriété de la CS;-73.461432;45.419374;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
2923;20201019;867062;867000;062;Timoniers, des;3805, rue des Marins;;67030;Sainte-Catherine;V;J5C1W6;0;0;1;0;1;Propriété de la CS;-73.554293;45.398035;Secondaire - Éducation aux adultes;Franco;3_Imm_Franco_secondaire
2924;20201019;885043;885000;043;Terry Fox Elementary School;900, avenue des Lacasse;;65005;Laval;V;H7K3G2;1;1;0;0;0;Propriété de la CS;-73.7363;45.625097;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
2925;20201019;851027;851000;027;Mai, du;3233, rue de la Bastille;;73005;Boisbriand;V;J7H1R3;1;1;0;0;0;Propriété de la CS;-73.862278;45.620592;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3099;20201019;771021;771000;021;Cépages, des;445,rue Nobert;;81017;Gatineau;V;J8R3P2;1;1;0;0;0;Propriété de la CS;-75.670098;45.503512;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3100;20201019;772003;772000;003;Plateau, du;145, rue de l'Atmosphère;;81017;Gatineau;V;J9A3G3;1;1;0;0;0;Propriété de la CS;-75.781516;45.439582;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3101;20201019;773022;773000;022;Quatre-Vents, aux;1115, rue de Neuville;;81017;Gatineau;V;J8M2C7;1;1;0;0;0;Propriété de la CS;-75.484596;45.536289;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3102;20201019;781001;781000;001;Édifice Frère-Moffet;9,rue Notre-Dame-de-Lourdes O.;;85025;Ville-Marie;V;J9V1X7;0;0;0;1;1;Propriété de la CS;-79.442381;47.332125;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3103;20201019;769425;769000;425;Pigiurvik;431;;99135;Salluit;VN;J0M1S0;1;1;0;0;0;Propriété de la CS;-75.644608;62.2029;Préscolaire - Primaire;Statut;1_Imm_Statut_primaire
3104;20201019;772010;772000;010;Centre l'Arrimage;450, rue Leguerrier;;81017;Gatineau;V;J9H7J1;0;0;0;0;1;Propriété de la CS;-75.835089;45.399813;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3105;20201019;791798;791000;798;Établissement de Baie-Comeau;73, avenue Mance;;96020;Baie-Comeau;V;G4Z1N1;0;0;0;1;1;Établissement de détention (provincial);-68.149946;49.220026;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3106;20201019;813798;813000;798;Établissement de New-Carlisle;87, boul. Gérard-D. Lévesque;;05040;New Carlisle;M;G0C1Z0;0;0;0;0;1;Établissement de détention (provincial);-65.317358;48.012558;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3107;20201019;851034;851000;034;Lucille-Teasdale, secondaire;1275, boulevard Céloron;;73015;Blainville;V;J7C5A8;0;0;1;0;0;Propriété de la CS;-73.898581;45.698396;Secondaire;Franco;3_Imm_Franco_secondaire
3108;20201019;851036;851000;036;Fontainebleau, de;10, rue de Monteauban;;73015;Blainville;V;J7B1T4;1;1;0;0;0;Propriété de la CS;-73.809435;45.667565;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3109;20201019;851793;851000;793;Établissement Archambault - Sécurité minimale;244, montée Gagnon;;73035;Sainte-Anne-des-Plaines;V;J0N1H0;0;0;0;1;1;Pénitencier (fédéral);-73.85282;45.747964;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3251;20201019;872795;872000;795;CFP Marcel-Proulx;415, rue des Écoles;;49058;Drummondville;V;J2B1J3;0;0;0;1;0;Location;-72.485338;45.879653;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3252;20201019;873807;873000;807;Refuge La Piaule;165, rue Marchand;;49058;Drummondville;V;J2C4N3;0;0;0;0;1;Location;-72.489394;45.883112;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3253;20201019;772852;772000;852;C.J.O.-Résidence Taché;452, boul. Alexandre-Taché;;81017;Gatineau;V;J9A1M7;1;1;1;0;0;Entente MEES/MSSS;-75.749717;45.421709;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3254;20201019;772853;772000;853;C.J.O.-Maison de l'Apprenti;454, boul. Alexandre-Taché;;81017;Gatineau;V;J9A1M7;1;1;1;0;0;Entente MEES/MSSS;-75.749717;45.421709;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3255;20201019;885055;885000;055;Saint-Vincent Elementary School, Concorde;3000, boulevard Concorde Est;;65005;Laval;V;H7E2B6;1;1;0;0;0;Propriété de la CS;-73.668356;45.592058;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
3256;20201019;867063;867000;063;Plein-Soleil;50, rue de Toulouse;;67020;Candiac;V;J5R0G6;1;1;0;0;1;Propriété de la CS;-73.481254;45.384497;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
3257;20201019;761071;761000;071;Montréal Calixa-Lavallée, hôtelière de;4500, boulevard Henri-Bourassa;;66023;Montréal;V;H1H0A6;0;0;0;1;0;Propriété de la CS;-73.638634;45.599794;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3258;20201019;886076;886000;076;Eardley Elementary School;180, rue North;;81017;Gatineau;V;J9H6Y9;1;1;0;0;0;Propriété de la CS;-75.84021;45.398844;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
3259;20201019;792004;792000;004;Boisé, du;70, rue Jean-Marc-Dion;;97007;Sept-Îles;V;G4R0K4;1;1;0;0;0;Propriété de la CS;-66.356916;50.22846;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3260;20201019;866001;866000;001;Eurêka;220, rue Yvan-Duquette;;47017;Granby;V;J2H0Y9;1;1;0;0;0;Propriété de la CS;-72.700966;45.386167;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3261;20201019;889013;889000;013;Serre HAECC;24, rue York;;69055;Huntingdon;V;J0S1H0;0;0;0;1;1;Propriété de la CS;-74.173097;45.092329;Formation professionnelle - Éducation aux adultes;Anglo;4_Imm_Anglo_Fp_Adulte
2754;20201019;763071;763000;071;Jonathan-Wilson;3243, boulevard Chevremont;;66023;Montréal;V;H9C2L8;1;1;0;0;0;Propriété de la CS;-73.871;45.500318;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2755;20201019;824040;824000;040;Berge, de la;30, rue Joly;;33115;Lotbinière;M;G0S1S0;1;1;0;0;0;Propriété de la CS;-71.938095;46.616716;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2756;20201019;824104;824000;104;Pamphile-Le May;6380, rue Garneau;;33102;Sainte-Croix;M;G0S2H0;0;0;1;0;1;Propriété de la CS;-71.744177;46.621698;Secondaire - Éducation aux adultes;Franco;3_Imm_Franco_secondaire
2757;20201019;824103;824000;103;Beaurivage;1134, rue Centenaire;;33045;Saint-Agapit;M;G0S1Z0;0;1;1;0;0;Propriété de la CS;-71.439177;46.563757;Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
2758;20201019;824041;824000;041;Source, de la;139, rue de la Station;;33060;Laurier-Station;VL;G0S1N0;1;1;0;0;0;Propriété de la CS;-71.627464;46.540419;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2759;20201019;752851;752000;851;Val-du-Lac;8475, chemin Blanchette;;43027;Sherbrooke;V;J1N3A3;1;1;1;0;0;Entente MEES/MSSS;-72.021006;45.314488;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
2760;20201019;752864;752000;864;Villa Marie-Claire;470, rue Victoria;;43027;Sherbrooke;V;J1H3J2;0;0;1;0;1;Entente MEES/MSSS;-71.905313;45.405535;Secondaire - Éducation aux adultes;Franco;3_Imm_Franco_secondaire
2761;20201019;771087;771000;087;L'Équipage;20, chemin de l'École;;82015;Val-des-Monts;M;J8N7E7;1;1;0;0;0;Propriété de la CS;-75.620413;45.599252;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2762;20201019;771088;771000;088;Odyssée (édifice Saint-René-Goupil), de l';179, boulevard St-René Ouest;;81017;Gatineau;V;J8P2V5;1;1;0;0;0;Propriété de la CS;-75.653656;45.493088;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2763;20201019;762306;762000;306;Sophie-Barat, annexe;750, boulevard Gouin Est;;66023;Montréal;V;H2C1A6;0;0;1;0;0;Propriété de la CS;-73.668075;45.558153;Secondaire;Franco;3_Imm_Franco_secondaire
2764;20201019;761028;761000;028;Marc-Aurèle-Fortin;12230, avenue Fernand Gauthier;;66023;Montréal;V;H1E5N4;1;1;0;0;0;Propriété de la CS;-73.600895;45.631596;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2926;20201019;791080;791000;080;Dunes, les;481, rue Principale;;96030;Pointe-aux-Outardes;VL;G0H1M0;1;1;0;0;0;Propriété de la CS;-68.402665;49.079055;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2927;20201019;791082;791000;082;Entrepôt;570, boulevard Blanche;;96020;Baie-Comeau;V;G5C2B3;0;0;0;1;0;Propriété de la CS;-68.258959;49.18773;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
2928;20201019;882024;882000;024;Grosse-Île (gymnase);427, chemin Principal;;01042;Grosse-Île;M;G4T6A8;1;1;1;0;0;Propriété de la CS;-61.516199;47.61978;Préscolaire - Primaire - Secondaire;Anglo;2_Imm_Anglo_prim_sec
2929;20201019;866060;866000;060;Centre administratif;55, rue Court;;47017;Granby;V;J2G9N6;0;0;0;1;0;Propriété de la CS;-72.723752;45.400877;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
2930;20201019;831130;831000;130;Hôtelière de Laval;190, rue Roseval;;65005;Laval;V;H7L2V6;0;0;0;1;1;Propriété de la CS;-73.784798;45.604876;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
2931;20201019;851028;851000;028;Jeunes du Monde;452, rue Neuilly;;64008;Terrebonne;V;J6Y1P5;1;1;0;0;0;Propriété de la CS;-73.741733;45.679649;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2932;20201019;831028;831000;028;Charles-Bruneau;3001, rue d'Amay;;65005;Laval;V;H7K3P9;1;1;0;0;0;Propriété de la CS;-73.752126;45.62066;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2933;20201019;888033;888000;033;Evergreen;2625, rue Du Bordelais;;71105;Saint-Lazare;V;J7T2Z9;1;1;0;0;0;Propriété de la CS;-74.147655;45.430112;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
2934;20201019;888049;888000;049;Saint Anthony;17750, rue Meloche;;66023;Montréal;V;H9J3P9;1;1;0;0;0;Propriété de la CS;-73.883363;45.458309;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
2935;20201019;885850;885000;850;Mountainview High School, Prévost Campus;3065, boulevard Labelle;;75040;Prévost;V;J0R1T0;0;0;1;0;0;Entente MEES/MSSS;-74.08558;45.878064;Secondaire;Anglo;3_Imm_Anglo_secondaire
2936;20201019;854798;854000;798;Établissement de La Macaza;321, chemin de l'Aéroport;;79047;La Macaza;M;J0T1R0;0;0;0;1;1;Pénitencier (fédéral);-74.773979;46.412409;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3110;20201019;851794;851000;794;Centre fédéral de formation - Sécurité minimale;600, montée Saint-François;;65005;Laval;V;H7C1S5;0;0;0;1;1;Pénitencier (fédéral);-73.654284;45.623626;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3111;20201019;851795;851000;795;Établissement Leclerc;400, montée Saint-François;;65005;Laval;V;H7C1S7;0;0;0;1;0;Établissement de détention (provincial);-73.654771;45.619015;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3112;20201019;851796;851000;796;Centre régional de réception;246, montée Gagnon;;73035;Sainte-Anne-des-Plaines;V;J0N1H0;0;0;0;1;1;Pénitencier (fédéral);-73.85282;45.747964;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3113;20201019;851797;851000;797;Centre fédéral de formation - Sécurité multiple;6099, boulevard Lévesque Est;;65005;Laval;V;H7C1P1;0;0;0;1;1;Pénitencier (fédéral);-73.642789;45.622521;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3114;20201019;851798;851000;798;Établissement Archambault - Sécurité moyenne;242, montée Gagnon;;73035;Sainte-Anne-des-Plaines;V;J0N1H0;0;0;0;1;1;Pénitencier (fédéral);-73.85282;45.747964;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3115;20201019;852021;852000;021;De la Volière;549, ch. de la Rivière-du-Nord;;75005;Saint-Colomban;V;J5K2E5;1;1;0;0;0;Propriété de la CS;-74.113513;45.702825;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3116;20201019;865094;865000;094;Centre de formation professionnelle des Patriotes;2121, rue Darwin;;59010;Sainte-Julie;V;J3E0C9;0;0;0;1;1;Propriété de la CS;-73.305816;45.57618;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3117;20201019;713006;713000;006;Centre de formation en acériculture;656, rg Notre-Dame-des-Champs;;13095;Pohénégamook;V;G0L1J0;0;0;0;1;0;Propriété de la CS;-69.155327;47.476776;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3118;20201019;885045;885000;045;Pierre Elliott Trudeau Elementary School;1455, rue Jean-Paul-Riopelle;;73015;Blainville;V;J7C5V4;1;1;0;0;0;Propriété de la CS;-73.910151;45.694981;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
3119;20201019;791001;791000;001;CFP Forestville - Foresterie;2, 3e Rue;;95045;Forestville;V;G0T1E0;0;0;0;1;0;Propriété de la CS;-69.072583;48.738462;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3185;20201019;734852;734000;852;Institut réadaptation déficience physique Québec;775, rue Saint-Viateur;;23027;Québec;V;G2L2S2;1;1;1;0;0;Entente MEES/MSSS;-71.243835;46.878187;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3186;20201019;762874;762000;874;Dominique Savio (2);9335, rue Saint-Hubert;;66023;Montréal;V;H2M1Y7;0;1;1;0;0;Entente MEES/MSSS;-73.646185;45.553369;Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3187;20201019;762875;762000;875;De la Lancée (2);8147, rue Sherbrooke Est;;66023;Montréal;V;H1L1A7;0;1;1;0;0;Entente MEES/MSSS;-73.537091;45.599475;Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3188;20201019;763870;763000;870;Centre Rose-Virginie-Pelletier (2);9469, boulevard Gouin Ouest;;66023;Montréal;V;H8Y1T2;0;0;1;0;0;Entente MEES/MSSS;-73.774508;45.507709;Secondaire;Franco;3_Imm_Franco_secondaire
3189;20201019;887858;887000;858;Cité des Praires;12165, boul. Saint-Jean Baptis;;66023;Montréal;V;H1C1S4;0;0;1;0;0;Entente MEES/MSSS;-73.540834;45.662928;Secondaire;Anglo;3_Imm_Anglo_secondaire
3190;20201019;887859;887000;859;Hôpital Marie-Enfant;5200, rue Bélanger;;66023;Montréal;V;H1T1C9;0;1;1;0;0;Entente MEES/MSSS;-73.576783;45.575258;Primaire - Secondaire;Anglo;2_Imm_Anglo_prim_sec
3191;20201019;887860;887000;860;Montreal Children's Hospital;2300, rue Tupper;;66023;Montréal;V;H3H1P3;1;1;1;0;0;Entente MEES/MSSS;-73.582312;45.48896;Préscolaire - Primaire - Secondaire;Anglo;2_Imm_Anglo_prim_sec
3192;20201019;887861;887000;861;Hôpital Sainte-Justine;3175, ch. Côte-Ste-Catherine;;66023;Montréal;V;H3T1C5;0;1;1;0;0;Entente MEES/MSSS;-73.624946;45.503156;Primaire - Secondaire;Anglo;2_Imm_Anglo_prim_sec
3193;20201019;887862;887000;862;L'Hôpital Shriners pour Enfants;1529, avenue Cedar;;66023;Montréal;V;H3G1A6;0;1;1;0;0;Entente MEES/MSSS;-73.588099;45.499555;Primaire - Secondaire;Anglo;2_Imm_Anglo_prim_sec
3194;20201019;813802;813000;802;Maison Maguire;303 A, route 132 Ouest;;06013;Carleton-sur-Mer;V;G0G2Z0;0;0;0;0;1;Location;-66.256337;48.107956;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3195;20201019;759021;759000;021;Rainbow Elementary;2, rue Chief Peter Gull;;99802;Waswanipi;TC;J0Y3C0;0;1;0;0;0;Propriété de la CS;-75.95754;49.697027;Primaire;Statut;1_Imm_Statut_primaire
2765;20201019;761852;761000;852;Institut Philippe-Pinel;10905, boul. Henri-Bourassa;;66023;Montréal;V;H1C1H1;0;0;1;0;0;Entente MEES/MSSS;-73.535114;45.656111;Secondaire;Franco;3_Imm_Franco_secondaire
2766;20201019;733073;733000;073;Pavillon Marie-Victorin;1095, avenue De Rochebelle;;23027;Québec;V;G1V4P8;0;0;1;0;0;Propriété de la CS;-71.299626;46.769306;Secondaire;Franco;3_Imm_Franco_secondaire
2767;20201019;733074;733000;074;Pavillon Gilles-Vigneault;1095,avenue De Rochebelle;;23027;Québec;V;G1V4P8;0;0;1;0;0;Propriété de la CS;-71.299626;46.769306;Secondaire;Franco;3_Imm_Franco_secondaire
2768;20201019;733075;733000;075;Pavillon Jacques-Rousseau;1095,avenue De Rochebelle;;23027;Québec;V;G1V4P8;0;0;1;0;0;Propriété de la CS;-71.299626;46.769306;Secondaire;Franco;3_Imm_Franco_secondaire
2769;20201019;733076;733000;076;Pavillon Félix-Leclerc;1095,avenue De Rochebelle;;23027;Québec;V;G1V4P8;0;0;1;0;0;Propriété de la CS;-71.299626;46.769306;Secondaire;Franco;3_Imm_Franco_secondaire
2770;20201019;861034;861000;034;Centre administratif;41, avenue Hôtel-Dieu;;53052;Sorel-Tracy;V;J3P1L1;0;0;0;0;1;Propriété de la CS;-73.114305;46.042266;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
2771;20201019;861035;861000;035;Fernand-Lefebvre;265, rue De Ramesay;;53052;Sorel-Tracy;V;J3P4A5;1;1;1;0;0;Propriété de la CS;-73.103243;46.035812;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
2772;20201019;861036;861000;036;Bernard Gariépy;2800, boulevard des Érables;;53052;Sorel-Tracy;V;J3R2W4;0;0;1;1;1;Propriété de la CS;-73.15021;46.02084;Secondaire - Formation professionnelle - Éducation aux adultes;Franco;3_Imm_Franco_secondaire
2773;20201019;771089;771000;089;Odyssée (édifice Jean XXIII), de l';180, rue Magnus Ouest;;81017;Gatineau;V;J8P2R2;1;1;0;0;0;Propriété de la CS;-75.653371;45.493967;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2774;20201019;771090;771000;090;Odyssée, maternelle de l';179, boulevard St-René Ouest;;81017;Gatineau;V;J8P2V5;1;1;0;0;0;Propriété de la CS;-75.653656;45.493088;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2775;20201019;771091;771000;091;Traversée (édifice Lavigne), de la;257, rue Luck;;81017;Gatineau;V;J8P3S4;1;1;0;0;0;Propriété de la CS;-75.629737;45.486898;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2937;20201019;771242;771000;242;Vallon, du;88, rue de Cannes;;81017;Gatineau;V;J8V2M4;1;1;0;0;0;Propriété de la CS;-75.724935;45.4969;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2938;20201019;771243;771000;243;Bois Joli, du;1165, boul. Saint-René Est;;81017;Gatineau;V;J8R1N1;1;1;0;0;0;Propriété de la CS;-75.591469;45.505488;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2939;20201019;841128;841000;128;De l'Étincelle;2225, boulevard des Seigneurs;;64008;Terrebonne;V;J6X4A6;1;1;0;0;0;Propriété de la CS;-73.686005;45.71851;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2940;20201019;841129;841000;129;Du Soleil-Levant;3400, rue Champlain;;64015;Mascouche;V;J7K3M9;1;1;0;0;0;Propriété de la CS;-73.584138;45.748375;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2941;20201019;762288;762000;288;Transitoire - Le 3000, rue Beaubien Est;3000, rue Beaubien Est;;66023;Montréal;V;H1Y1H2;1;1;0;0;0;Propriété de la CS;-73.587523;45.552503;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2942;20201019;785019;785000;019;Pavillon de Poularies;800, rue Drouin;;87035;Poularies;M;J0Z3E0;1;1;0;0;1;Propriété de la CS;-78.986191;48.662082;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
2943;20201019;689118;689000;118;Marie-Sarah;La Romaine;;98804;La Romaine;R;G0G1M0;0;0;0;1;1;Propriété de la CS;-60.661024;50.216895;Formation professionnelle - Éducation aux adultes;Statut;4_Imm_Statut_Fp_Adulte
2944;20201019;863085;863000;085;Marie-Derome;995, rue Camaraire;;56083;Saint-Jean-sur-Richelieu;V;J3A1X2;1;1;0;0;0;Propriété de la CS;-73.279578;45.335774;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2945;20201019;732066;732000;066;Saint-Denys-Garneau, secondaire;10, rue des Étudiants;;22005;Sainte-Catherine-de-la-Jacques-Cartier;V;G3N2V2;0;1;1;0;0;Propriété de la CS;-71.613365;46.860588;Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
2946;20201019;841042;841000;042;La Tourterelle;175, rue Philippe-Goulet;;60013;Repentigny;V;J5Y3M9;1;1;0;0;0;Propriété de la CS;-73.41767;45.780826;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
2947;20201019;841803;841000;803;Valmont;130, rue Valmont;;60013;Repentigny;V;J5Y1N9;0;0;0;0;1;Location;-73.435899;45.764677;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3120;20201019;842026;842000;026;Centre de formation de Montcalm;570, côte Jeanne;;63048;Saint-Lin--Laurentides;V;J5M1Y1;0;0;0;1;1;Propriété de la CS;-73.758688;45.866538;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3121;20201019;771001;771000;001;Versant, secondaire du;808, boulevard de La Cité;;81017;Gatineau;V;J8R3S8;0;0;1;0;0;Propriété de la CS;-75.680538;45.493914;Secondaire;Franco;3_Imm_Franco_secondaire
3122;20201019;862802;862000;802;Immeuble Brouillette;1555, rue Brouillette;;54048;Saint-Hyacinthe;V;J2T2G7;0;0;0;1;0;Location;-72.922345;45.626635;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3123;20201019;854002;854000;002;Domaine de Montcerf;56, 3e Rang Nord;;83088;Montcerf-Lytton;M;J0W1N0;0;0;0;1;0;Propriété de la CS;-76.011494;46.562764;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3124;20201019;851046;851000;046;Henri-Dunant, secondaire;200, rue Marie-Chapleau;;73015;Blainville;V;J7C5Y8;0;0;1;0;0;Propriété de la CS;-73.883195;45.666127;Secondaire;Franco;3_Imm_Franco_secondaire
3125;20201019;885047;885000;047;Franklin Hill Elementary School;1111, Basile Routhier;;60013;Repentigny;V;J5Y4C8;1;1;0;0;0;Propriété de la CS;-73.440977;45.776332;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
3126;20201019;842854;842000;854;Saint-Thomas;791, rue Principale;;61027;Saint-Thomas;M;J0K3L0;0;1;1;0;0;Entente MEES/MSSS;-73.354007;46.014343;Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3127;20201019;772011;772000;011;Deux-Ruisseaux, des;278, rue de l'Atmosphère;;81017;Gatineau;V;J9J3V2;1;1;0;0;0;Propriété de la CS;-75.793511;45.436121;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
